0.1v,0.1i,0.2v,0.2i,0.3v,0.3i,0.4v,0.4i,0.5v,0.5i,0.6v,0.6i,0.7v,0.7i,0.8v,0.8i,0.9v,0.9i,1.0v,1.0i
1.101365205,3.42E-08,1.083885055,3.13E-08,1.038734371,6.58E-09,1.039885898,9.05E-09,1.016171716,2.13E-08,1.008165209,1.65E-08,1.011373103,2.92E-08,1.003551647,2.29E-08,1.001555673,5.57E-09,1.001386161,5.01E-09
1.106704297,4.22E-08,1.087688937,3.34E-08,1.04177889,7.42E-09,1.047298914,1.22E-08,1.019064237,4.73E-09,1.010713784,1.42E-08,1.016793886,7.60E-08,1.006459465,1.36E-08,1.002296149,9.30E-09,1.001757508,6.02E-09
1.11204339,3.94E-07,1.091492819,3.95E-08,1.047867929,9.79E-09,1.053970629,1.59E-08,1.021956759,7.06E-09,1.015810933,3.72E-08,1.022214669,7.91E-09,1.009367284,2.28E-08,1.003777102,2.41E-08,1.002500202,9.84E-09
1.117382482,1.47E-06,1.095296701,1.58E-07,1.053956968,1.24E-08,1.060642343,5.50E-07,1.027741802,1.05E-07,1.020908082,4.72E-08,1.027635451,5.67E-08,1.012275102,5.63E-09,1.006739007,1.45E-08,1.003985591,2.48E-08
1.120620421,8.07E-08,1.100386766,5.64E-08,1.060046006,1.58E-08,1.064827934,2.69E-08,1.033526845,8.65E-09,1.026005231,6.23E-08,1.033281129,1.18E-08,1.015182921,3.93E-09,1.009700912,2.43E-08,1.006956367,1.52E-08
1.123534566,8.06E-08,1.105476831,1.52E-07,1.066135045,2.01E-08,1.068594965,2.82E-08,1.038733383,5.46E-08,1.03110238,9.24E-09,1.038926806,3.13E-08,1.020998558,9.00E-08,1.012662818,7.26E-09,1.009630066,2.17E-08
1.126157297,8.88E-08,1.110566897,8.42E-08,1.072224084,4.65E-07,1.072361997,4.59E-07,1.044235848,1.34E-08,1.036199529,8.90E-08,1.044572483,1.83E-08,1.026814195,1.04E-08,1.015624723,5.92E-09,1.012303765,6.93E-09
1.128780028,9.85E-08,1.115656962,3.53E-07,1.076410685,3.23E-08,1.075822636,4.13E-08,1.049738313,1.71E-08,1.041424553,1.43E-08,1.05021816,2.28E-08,1.032048269,6.21E-08,1.021548533,4.34E-08,1.014977464,7.64E-09
1.131402759,1.09E-07,1.120747028,1.27E-07,1.080597286,3.55E-08,1.078895884,4.25E-08,1.055240777,2.05E-08,1.046649576,5.01E-08,1.055863838,2.86E-08,1.037439104,1.58E-08,1.027472344,1.18E-08,1.020324863,3.29E-08
1.136648221,1.38E-07,1.125328086,2.16E-07,1.084783887,5.07E-07,1.081969133,4.89E-08,1.060743242,2.55E-08,1.052136314,2.16E-08,1.061509515,3.58E-08,1.04282994,3.30E-08,1.033396154,9.51E-08,1.025672261,1.21E-08
1.141369136,6.36E-07,1.129909145,8.17E-07,1.088603646,5.24E-08,1.085042381,1.06E-07,1.066245707,3.18E-08,1.057623053,2.66E-08,1.067155192,4.48E-08,1.048220776,2.40E-08,1.039319964,1.91E-08,1.031019659,1.21E-07
1.146090052,2.04E-07,1.134490204,2.23E-07,1.092013547,5.58E-08,1.091188877,6.99E-08,1.071748172,3.95E-08,1.063109791,3.31E-08,1.07280087,4.17E-07,1.053611612,2.96E-08,1.044651394,1.32E-07,1.036367057,1.88E-08
1.150810968,2.41E-07,1.138613157,2.53E-07,1.095423448,4.66E-07,1.096715079,8.63E-08,1.077250636,3.87E-07,1.068596529,4.11E-08,1.078446547,7.27E-08,1.059002447,3.67E-08,1.049722325,2.90E-08,1.041179715,2.70E-08
1.155531883,1.25E-06,1.14273611,3.00E-07,1.098923564,1.21E-06,1.10224128,1.08E-07,1.082753101,6.31E-08,1.074083267,5.11E-08,1.083047739,-9.63E-08,1.064393283,4.55E-08,1.054793256,5.05E-08,1.046649395,2.78E-08
1.16016251,3.60E-07,1.146859063,6.27E-07,1.101360952,9.64E-08,1.107767482,1.35E-07,1.087397124,-7.40E-08,1.079570005,6.35E-08,1.092250124,9.92E-07,1.069784119,3.39E-07,1.060216269,4.31E-08,1.052119075,3.45E-08
1.164188421,4.09E-07,1.150982016,4.20E-07,1.103554601,8.55E-08,1.113293684,1.67E-07,1.093684084,9.21E-08,1.085056743,4.55E-07,1.096727653,1.58E-07,1.075174955,7.20E-08,1.065639282,5.33E-08,1.057588755,4.28E-08
1.168214332,4.83E-07,1.155104969,5.18E-07,1.10574825,9.52E-08,1.118819885,2.08E-07,1.099971043,1.20E-07,1.090543481,1.01E-07,1.100757429,-5.14E-07,1.079830398,-3.90E-08,1.071062295,6.61E-08,1.063058435,5.32E-08
1.172240243,9.87E-07,1.16079653,6.09E-07,1.107941899,1.03E-07,1.124346087,9.50E-07,1.105629307,1.51E-07,1.095185199,-4.43E-08,1.108816981,-3.43E-07,1.085960683,1.05E-07,1.076485308,8.19E-08,1.068528115,6.60E-08
1.177461761,6.99E-07,1.166488092,7.62E-07,1.110135548,1.12E-07,1.129872289,3.33E-07,1.11128757,1.89E-07,1.101408704,1.48E-07,1.116876533,2.89E-06,1.092090968,1.36E-07,1.08190832,1.01E-07,1.073997795,8.19E-08
1.182161128,1.01E-06,1.172179653,9.53E-07,1.114522846,1.37E-07,1.13449165,9.83E-08,1.116945834,2.36E-07,1.107632209,1.92E-07,1.117826392,5.88E-07,1.097608224,1.69E-07,1.087331333,1.26E-07,1.079467475,1.02E-07
1.186860494,1.01E-06,1.177871215,1.19E-06,1.118910144,3.22E-07,1.140809324,1.30E-06,1.122604098,2.95E-07,1.113233364,2.40E-07,1.119102291,3.02E-07,1.103125481,2.10E-07,1.092754346,1.56E-07,1.084937155,5.18E-07
1.191559861,1.81E-06,1.183562776,1.49E-06,1.123297442,1.97E-07,1.145010585,6.14E-07,1.128262361,1.13E-06,1.118834518,3.00E-07,1.120378189,3.60E-07,1.108642738,2.61E-07,1.098177359,6.58E-07,1.090406835,1.63E-07
1.196259227,1.47E-06,1.189254337,1.87E-06,1.12768474,3.22E-07,1.149211846,5.44E-08,1.133920625,4.77E-07,1.124435673,3.74E-07,1.122929986,3.93E-07,1.114159994,3.25E-07,1.103600372,2.48E-07,1.095003029,-4.38E-09
1.200958594,1.84E-06,1.194945899,2.34E-06,1.133080926,2.86E-07,1.153413108,4.14E-07,1.138541561,5.51E-07,1.130036828,4.66E-07,1.125226603,4.32E-07,1.119677251,4.04E-07,1.108197209,6.13E-08,1.101362684,2.36E-07
1.20565796,3.79E-06,1.20063746,2.92E-06,1.138477112,3.53E-07,1.158293918,2.45E-06,1.143162497,6.66E-07,1.135637982,1.40E-06,1.127523221,4.73E-07,1.125194508,5.02E-07,1.114543916,3.61E-07,1.107722339,3.10E-07
1.210357327,2.60E-06,1.206329022,3.66E-06,1.143873298,4.37E-07,1.162317028,1.24E-06,1.147783433,7.98E-07,1.141239137,7.50E-07,1.129819838,5.17E-07,1.130711764,6.24E-07,1.120890623,4.72E-07,1.113360718,3.88E-07
1.214586757,2.99E-06,1.212020583,4.57E-06,1.149269484,5.41E-07,1.165896434,1.33E-06,1.15240437,9.59E-07,1.145883237,8.68E-07,1.134413072,8.07E-07,1.136229021,1.63E-06,1.126554005,5.91E-07,1.118999098,4.84E-07
1.218816187,5.61E-06,1.217712145,8.34E-06,1.154665671,6.69E-07,1.169475839,1.54E-06,1.157025306,1.70E-06,1.150527336,1.05E-06,1.139006307,7.75E-07,1.141746277,9.99E-07,1.132217386,7.38E-07,1.124637477,6.05E-07
1.223121834,4.30E-06,1.223403706,7.33E-06,1.160061857,8.28E-07,1.173055245,2.07E-06,1.161646242,1.41E-06,1.155171436,1.26E-06,1.143599541,1.16E-06,1.146363143,7.80E-07,1.137880767,9.23E-07,1.130275856,7.55E-07
1.226926111,4.86E-06,1.228105182,8.57E-06,1.165458043,2.15E-06,1.178067403,2.17E-06,1.166267178,1.59E-06,1.159815535,1.51E-06,1.148766719,1.14E-06,1.152705439,1.46E-06,1.143544149,1.15E-06,1.135914235,9.43E-07
1.230730388,5.67E-06,1.232806658,1.03E-05,1.170854229,1.30E-06,1.183079561,2.91E-06,1.171946354,2.06E-06,1.164459635,2.43E-06,1.153933896,1.64E-06,1.159047736,1.90E-06,1.14920753,1.44E-06,1.141552615,2.14E-06
1.234534665,7.47E-06,1.237508135,1.24E-05,1.175454499,1.51E-06,1.188538006,3.27E-06,1.177625529,2.58E-06,1.169103734,2.22E-06,1.159101074,1.70E-06,1.164755803,2.38E-06,1.154870911,2.98E-06,1.147190994,1.52E-06
1.239804908,8.11E-06,1.242209611,1.66E-05,1.180054769,1.82E-06,1.193996451,4.02E-06,1.183304705,3.22E-06,1.173747834,2.57E-06,1.164268252,2.55E-06,1.170463871,2.98E-06,1.160534293,2.33E-06,1.151827101,1.62E-06
1.24507515,9.96E-06,1.246911087,1.81E-05,1.184655039,2.19E-06,1.199454896,4.99E-06,1.18898388,4.02E-06,1.179388374,3.24E-06,1.169435429,2.57E-06,1.176171938,3.72E-06,1.165182284,2.53E-06,1.156463208,2.11E-06
1.250345392,1.22E-05,1.251612563,2.17E-05,1.18925531,3.40E-06,1.20491334,6.17E-06,1.194663056,5.02E-06,1.185028914,4.05E-06,1.174602607,3.54E-06,1.181880005,4.65E-06,1.169830275,3.23E-06,1.161099315,2.55E-06
1.255615635,1.49E-05,1.257496722,2.68E-05,1.19385558,3.19E-06,1.210371785,9.81E-06,1.200342231,6.27E-06,1.190669454,5.05E-06,1.17982658,3.85E-06,1.187588072,5.81E-06,1.174478267,3.90E-06,1.165735422,3.57E-06
1.260885877,1.83E-05,1.263380881,3.35E-05,1.19845585,3.81E-06,1.21583023,9.70E-06,1.206021407,7.82E-06,1.196309993,6.30E-06,1.185050553,5.10E-06,1.193296139,9.28E-06,1.179126258,5.30E-06,1.170371529,3.72E-06
1.26615612,2.24E-05,1.26926504,4.19E-05,1.204137184,4.68E-06,1.220595516,1.10E-05,1.211700582,1.23E-05,1.201950533,7.84E-06,1.190274526,5.77E-06,1.199004206,9.34E-06,1.18377425,5.69E-06,1.175007636,4.50E-06
1.271426362,2.74E-05,1.275149199,5.24E-05,1.209818519,5.85E-06,1.2265551,1.74E-05,1.217379757,1.25E-05,1.207591073,9.76E-06,1.195498499,7.78E-06,1.203745239,1.07E-05,1.188422241,6.87E-06,1.180435911,5.41E-06
1.276696604,3.35E-05,1.281033358,6.53E-05,1.215499854,7.30E-06,1.230764699,1.76E-05,1.222109499,1.44E-05,1.213231613,1.21E-05,1.200722472,8.70E-06,1.209547155,1.35E-05,1.193873859,8.28E-06,1.185864186,6.66E-06
1.281966847,4.10E-05,1.286917517,8.12E-05,1.221181188,9.11E-06,1.234974298,1.99E-05,1.22800517,1.82E-05,1.218872153,1.78E-05,1.205946444,1.13E-05,1.21534907,1.70E-05,1.199325476,1.02E-05,1.19129246,8.23E-06
1.287237089,5.00E-05,1.292801676,1.01E-04,1.226862523,1.14E-05,1.239183896,2.33E-05,1.233900841,2.29E-05,1.224512693,1.93E-05,1.211215824,1.30E-05,1.221150985,2.12E-05,1.204777093,1.26E-05,1.196720735,1.01E-05
1.292507331,6.59E-05,1.298685835,1.25E-04,1.232543857,1.42E-05,1.243393495,2.88E-05,1.239796513,2.87E-05,1.229327558,2.25E-05,1.216485203,1.65E-05,1.2269529,2.64E-05,1.210228711,1.55E-05,1.20214901,1.25E-05
1.297777574,7.50E-05,1.304569994,1.54E-04,1.238225192,1.76E-05,1.247603093,3.26E-05,1.245692184,3.59E-05,1.235232251,2.82E-05,1.221754582,1.95E-05,1.232754815,3.29E-05,1.215680328,1.91E-05,1.207577285,1.54E-05
1.302520792,8.83E-05,1.310454153,1.89E-04,1.243906526,2.60E-05,1.251812692,3.81E-05,1.251587855,4.49E-05,1.241136943,3.53E-05,1.227023961,2.49E-05,1.23855673,4.10E-05,1.221131945,2.35E-05,1.213005559,1.90E-05
1.30726401,1.11E-04,1.316338312,2.32E-04,1.249587861,2.80E-05,1.257616362,4.69E-05,1.257483526,5.60E-05,1.247041635,4.41E-05,1.23229334,2.92E-05,1.244358646,5.09E-05,1.226583563,2.89E-05,1.218433834,2.56E-05
1.312007228,1.44E-04,1.322222471,2.89E-04,1.254342727,3.26E-05,1.263420032,5.82E-05,1.263379198,6.97E-05,1.252946328,5.50E-05,1.23756272,3.65E-05,1.250160561,6.31E-05,1.23203518,3.83E-05,1.223862109,2.93E-05
1.315148531,1.47E-04,1.32810663,3.46E-04,1.259097593,3.92E-05,1.269223702,7.23E-05,1.269274869,8.66E-05,1.25885102,6.85E-05,1.242959271,4.36E-05,1.255962476,8.21E-05,1.237486798,4.46E-05,1.228747556,3.46E-05
1.317975703,1.55E-04,1.333990789,4.16E-04,1.263852459,4.71E-05,1.275027373,8.95E-05,1.27517054,1.13E-04,1.264755712,8.50E-05,1.248355822,5.29E-05,1.261764391,9.82E-05,1.242393253,5.28E-05,1.234615315,4.28E-05
1.320802876,1.66E-04,1.339874948,5.04E-04,1.268607325,5.86E-05,1.280831043,1.11E-04,1.281066211,1.35E-04,1.270660405,1.05E-04,1.253752373,6.45E-05,1.266986115,1.17E-04,1.248269972,6.50E-05,1.240483074,5.32E-05
1.323347331,1.80E-04,1.345759107,5.92E-04,1.27336219,6.80E-05,1.286634713,1.36E-04,1.286324386,1.61E-04,1.276565097,1.30E-04,1.259148924,7.87E-05,1.27319848,1.45E-04,1.25414669,8.05E-05,1.246350833,6.61E-05
1.325891786,1.96E-04,1.351643266,6.90E-04,1.278117056,8.13E-05,1.292438383,1.68E-04,1.292782303,2.01E-04,1.282469789,1.66E-04,1.264545475,9.58E-05,1.279410845,1.80E-04,1.260023408,9.95E-05,1.252218592,8.18E-05
1.328436241,2.14E-04,1.357527425,8.05E-04,1.284036034,9.97E-05,1.298242053,2.11E-04,1.29924022,2.50E-04,1.288374482,2.00E-04,1.269942026,1.16E-04,1.28562321,2.23E-04,1.265900127,1.23E-04,1.258086352,1.01E-04
1.333525152,2.56E-04,1.363411584,9.34E-04,1.289955012,1.23E-04,1.304045723,2.54E-04,1.305698138,3.11E-04,1.293688705,2.39E-04,1.275338577,1.44E-04,1.291835574,2.74E-04,1.271776845,1.51E-04,1.263954111,1.25E-04
1.338614062,3.01E-04,1.369295743,1.07E-03,1.295873989,1.52E-04,1.309269027,3.02E-04,1.312156055,3.84E-04,1.300269149,2.96E-04,1.280735128,1.72E-04,1.298047939,3.37E-04,1.277653563,1.85E-04,1.26982187,1.53E-04
1.343702973,3.52E-04,1.375179902,1.22E-03,1.301792967,1.88E-04,1.315710165,3.81E-04,1.318613972,4.72E-04,1.306849592,3.67E-04,1.28613168,2.08E-04,1.304260304,4.12E-04,1.283530282,2.26E-04,1.275689629,1.88E-04
1.348791883,4.11E-04,1.38694822,1.46E-03,1.307711945,2.30E-04,1.322151304,4.61E-04,1.32507189,5.76E-04,1.313430036,4.53E-04,1.292215256,2.54E-04,1.310472669,5.00E-04,1.289407,2.76E-04,1.281557388,2.29E-04
1.353880794,4.71E-04,1.39350145,1.57E-03,1.313630922,2.82E-04,1.32790844,5.48E-04,1.331529807,6.99E-04,1.32001048,5.56E-04,1.298298832,3.10E-04,1.316685034,6.10E-04,1.295283718,3.39E-04,1.287425147,2.83E-04
