1.1v,1.1i,1.2v,1.2i,1.3v,1.3i,1.4v,1.4i,1.5v,1.5i,1.6v,1.6i,1.7v,1.7i,1.8v,1.8i,1.9v,1.9i,2.0v,2.0i,,,,,
1.221821837,4.39E-08,1.231554659,7.10E-08,1.228172792,6.62E-08,1.212343859,3.85E-08,1.230763815,8.40E-08,1.199807227,2.63E-08,1.178136029,7.47E-08,1.202845489,3.32E-08,1.183288547,1.61E-08,1.172940106,1.14E-08,,,,,
1.2272271,5.44E-08,1.236148564,1.62E-07,1.233486407,8.17E-08,1.217451831,9.83E-08,1.236309298,4.21E-07,1.205174696,3.25E-08,1.182731804,1.46E-08,1.208260195,4.12E-08,1.188868076,2.01E-08,1.178062255,4.59E-08,,,,,
1.232632363,3.55E-07,1.241251608,1.04E-07,1.238800021,1.01E-07,1.222559804,5.75E-08,1.24185478,1.35E-07,1.210542165,4.02E-08,1.18732758,4.55E-09,1.213674901,5.10E-08,1.194447606,2.51E-08,1.183184404,1.71E-08,,,,,
1.238037626,8.64E-08,1.246354651,2.08E-07,1.244113636,1.24E-07,1.227667776,1.72E-07,1.24646325,1.56E-07,1.215909634,4.97E-08,1.192864761,2.09E-08,1.219089607,6.32E-08,1.200027135,2.22E-07,1.188306553,7.42E-08,,,,,
1.242618121,-4.44E-08,1.251457695,1.55E-07,1.24942725,5.04E-07,1.232775748,8.66E-08,1.251071719,1.88E-07,1.221277103,2.99E-07,1.198401943,2.64E-08,1.224504313,3.27E-07,1.205606665,4.06E-08,1.193428702,2.58E-08,,,,,
1.248938264,1.25E-07,1.256560738,3.43E-07,1.254740864,1.96E-07,1.23788372,1.88E-07,1.255680189,2.25E-07,1.226644572,7.88E-08,1.203939124,3.28E-08,1.229919019,1.00E-07,1.210198137,4.66E-08,1.198550851,8.31E-08,,,,,
1.255258407,1.64E-07,1.261663782,2.34E-07,1.259332616,5.63E-08,1.243028466,1.29E-07,1.260288658,2.71E-07,1.231230448,-2.76E-08,1.209476306,4.08E-08,1.234525358,7.13E-08,1.21478961,5.63E-08,1.203649367,3.85E-08,,,,,
1.260877196,2.05E-07,1.266766825,4.16E-07,1.265559811,2.84E-07,1.248173211,1.56E-07,1.264897128,5.54E-07,1.237476132,1.14E-07,1.215013488,5.08E-08,1.239131696,1.39E-07,1.219381082,6.75E-08,1.208747884,9.18E-08,,,,,
1.266495985,2.56E-07,1.271914495,3.49E-07,1.271787006,3.70E-07,1.253317956,1.92E-07,1.269505597,3.98E-07,1.243721817,1.49E-07,1.220550669,6.33E-08,1.243738034,1.68E-07,1.223972555,8.10E-08,1.2138464,5.74E-08,,,,,
1.272114775,3.20E-07,1.277062166,5.65E-07,1.277391481,4.62E-07,1.258462701,2.35E-07,1.274114067,4.35E-07,1.249342702,1.86E-07,1.226087851,7.88E-08,1.248344373,3.49E-07,1.228564027,2.30E-07,1.218944917,1.59E-07,,,,,
1.277733564,3.99E-07,1.282209836,5.23E-07,1.282995956,5.76E-07,1.263607447,2.88E-07,1.279648488,5.76E-07,1.254963588,2.32E-07,1.231625032,3.92E-07,1.252950711,2.46E-07,1.233155499,1.19E-07,1.224043433,8.65E-08,,,,,
1.283352353,4.99E-07,1.287357506,8.78E-07,1.288600432,7.18E-07,1.268752192,3.53E-07,1.285182908,7.20E-07,1.260584473,2.90E-07,1.237162214,1.27E-07,1.25755705,3.08E-07,1.237746972,1.17E-07,1.229141949,1.77E-07,,,,,
1.288971142,1.35E-06,1.292505176,7.89E-07,1.294204907,8.95E-07,1.273896937,8.61E-07,1.290717329,8.94E-07,1.266205358,3.62E-07,1.241773946,9.53E-08,1.262904623,3.57E-07,1.243271945,1.72E-07,1.234273055,1.29E-07,,,,,
1.294589931,8.05E-07,1.297652846,1.19E-06,1.299809382,1.12E-06,1.279041682,5.46E-07,1.29625175,1.11E-06,1.271826244,4.52E-07,1.246385679,1.75E-07,1.268252196,4.40E-07,1.248796918,2.15E-07,1.239404161,1.56E-07,,,,,
1.299202173,9.28E-07,1.302797302,1.18E-06,1.305413858,2.30E-06,1.283671953,4.76E-07,1.301786171,1.38E-06,1.277447129,1.17E-06,1.250997411,2.12E-07,1.273599769,5.43E-07,1.254321891,2.67E-07,1.244535267,1.91E-07,,,,,
1.303814415,1.12E-06,1.307941758,1.64E-06,1.311018333,1.80E-06,1.289588214,7.91E-07,1.307320592,1.72E-06,1.283068014,7.30E-07,1.255609144,4.19E-07,1.278947342,6.71E-07,1.259846863,3.33E-07,1.249666373,2.34E-07,,,,,
1.308426657,1.34E-06,1.313086214,1.76E-06,1.315670606,1.95E-06,1.295504475,1.01E-06,1.312855013,2.13E-06,1.287696055,7.47E-07,1.260220876,3.10E-07,1.284294915,8.28E-07,1.265371836,4.14E-07,1.254797479,2.87E-07,,,,,
1.3130389,1.61E-06,1.318230671,2.54E-06,1.321304044,2.58E-06,1.30082911,1.25E-06,1.318389433,2.65E-06,1.292324096,1.01E-06,1.264832609,3.87E-07,1.289642488,1.02E-06,1.270896809,5.14E-07,1.259928585,3.51E-07,,,,,
1.317651142,2.42E-06,1.323375127,2.65E-06,1.326937482,3.23E-06,1.306153745,1.54E-06,1.323923854,4.44E-06,1.296952137,1.22E-06,1.270182591,4.50E-07,1.294990061,1.26E-06,1.276421782,6.39E-07,1.265059691,8.01E-07,,,,,
1.322263384,2.36E-06,1.328519583,3.55E-06,1.33257092,4.03E-06,1.31147838,1.89E-06,1.329458275,4.22E-06,1.301580178,1.46E-06,1.275532574,5.55E-07,1.300337635,2.29E-06,1.281946755,7.94E-07,1.270190797,5.43E-07,,,,,
1.326875626,2.75E-06,1.333710446,3.95E-06,1.338204357,5.01E-06,1.316803015,2.33E-06,1.334135084,4.76E-06,1.306208219,2.16E-06,1.280882556,6.85E-07,1.305685208,1.98E-06,1.287471728,1.68E-06,1.274808793,4.97E-07,,,,,
1.332419672,3.42E-06,1.338901309,4.78E-06,1.343837795,6.24E-06,1.32212765,2.87E-06,1.339830906,6.07E-06,1.31083626,2.14E-06,1.286232538,8.46E-07,1.310352244,2.04E-06,1.292996701,1.27E-06,1.280686318,7.85E-07,,,,,
1.337963719,4.25E-06,1.344092172,5.86E-06,1.349471233,7.76E-06,1.327452284,3.54E-06,1.345526727,7.60E-06,1.3154643,2.52E-06,1.291582521,1.04E-06,1.316387406,2.87E-06,1.297614084,1.36E-06,1.286563843,1.00E-06,,,,,
1.343507765,5.28E-06,1.349283035,7.17E-06,1.355104671,9.65E-06,1.332776919,4.35E-06,1.351222549,9.47E-06,1.320967098,3.11E-06,1.296932503,1.29E-06,1.322422568,3.68E-06,1.303231776,1.82E-06,1.292441368,1.26E-06,,,,,
1.349051811,6.55E-06,1.354473898,8.76E-06,1.360738108,1.20E-05,1.338101554,6.58E-06,1.35691837,1.18E-05,1.326469895,3.86E-06,1.302282486,1.59E-06,1.327854214,4.55E-06,1.308849468,2.28E-06,1.298318892,1.58E-06,,,,,
1.354595857,8.12E-06,1.359664761,1.07E-05,1.366371546,1.69E-05,1.343426189,6.78E-06,1.362614192,1.47E-05,1.331972692,4.78E-06,1.307632468,2.78E-06,1.333285859,5.62E-06,1.31446716,2.84E-06,1.304196417,1.99E-06,,,,,
1.360139903,1.01E-05,1.364855625,1.46E-05,1.372004984,1.90E-05,1.348177449,7.67E-06,1.368310013,1.82E-05,1.337475489,5.92E-06,1.312982451,2.49E-06,1.338717505,6.93E-06,1.320084853,3.53E-06,1.310073942,2.51E-06,,,,,
1.365683949,1.25E-05,1.370046488,1.63E-05,1.376858925,2.22E-05,1.354101453,9.86E-06,1.374005835,2.26E-05,1.342978286,7.32E-06,1.317660723,2.63E-06,1.344149151,8.54E-06,1.325702545,4.40E-06,1.315951467,3.16E-06,,,,,
1.371227995,1.54E-05,1.374718264,1.91E-05,1.382706238,2.76E-05,1.360025456,1.25E-05,1.379701656,2.80E-05,1.348481083,9.05E-06,1.323680734,3.62E-06,1.349580797,1.05E-05,1.331320237,5.47E-06,1.321828992,3.97E-06,,,,,
1.376772041,2.13E-05,1.38046581,2.36E-05,1.388553551,3.44E-05,1.365949459,1.56E-05,1.385397478,3.47E-05,1.35398388,1.12E-05,1.329700744,4.62E-06,1.355012443,1.30E-05,1.336937929,6.80E-06,1.327706517,4.98E-06,,,,,
1.382316087,2.41E-05,1.386213355,2.94E-05,1.394400863,4.28E-05,1.371873463,1.96E-05,1.391093299,4.56E-05,1.359486678,1.55E-05,1.335118754,5.72E-06,1.360444089,1.59E-05,1.342555622,8.44E-06,1.333584042,7.87E-06,,,,,
1.387198684,2.84E-05,1.3919609,3.64E-05,1.400248176,5.31E-05,1.377797466,2.45E-05,1.396789121,5.40E-05,1.364989475,1.75E-05,1.340536764,7.05E-06,1.365875734,2.13E-05,1.348173314,1.21E-05,1.339461567,8.14E-06,,,,,
1.393077847,3.52E-05,1.397708446,4.52E-05,1.406095489,6.57E-05,1.383721469,3.06E-05,1.401887597,6.42E-05,1.369885219,2.05E-05,1.345954774,8.69E-06,1.37130738,2.46E-05,1.353791006,1.34E-05,1.344172692,9.29E-06,,,,,
1.398957011,4.38E-05,1.403455991,5.58E-05,1.411942802,8.13E-05,1.389645473,3.82E-05,1.407924418,7.92E-05,1.375711996,2.55E-05,1.351372783,1.07E-05,1.376195862,2.91E-05,1.35863186,1.56E-05,1.349974421,1.17E-05,,,,,
1.404836175,5.45E-05,1.409203536,6.89E-05,1.417790115,1.00E-04,1.395569476,4.76E-05,1.41396124,9.81E-05,1.381538773,3.17E-05,1.356790793,1.32E-05,1.381971343,3.58E-05,1.364426093,1.94E-05,1.35577615,1.47E-05,,,,,
1.410715339,6.77E-05,1.414951081,8.48E-05,1.423637428,1.23E-04,1.40149348,5.91E-05,1.419998062,1.21E-04,1.38736555,3.94E-05,1.362208803,1.62E-05,1.387746823,4.43E-05,1.370220327,2.42E-05,1.361577878,1.83E-05,,,,,
1.416594502,8.38E-05,1.420698627,1.04E-04,1.429484741,1.51E-04,1.407417483,7.69E-05,1.426034883,1.50E-04,1.393192328,4.89E-05,1.367626813,1.99E-05,1.393522304,5.47E-05,1.37601456,3.00E-05,1.367379607,2.28E-05,,,,,
1.422473666,1.03E-04,1.426446172,1.28E-04,1.435332054,1.85E-04,1.413341486,9.25E-05,1.432071705,1.84E-04,1.399019105,6.05E-05,1.373044822,2.62E-05,1.399297785,6.74E-05,1.381808794,3.73E-05,1.373181336,2.83E-05,,,,,
1.42835283,1.27E-04,1.432193717,1.60E-04,1.441179367,2.29E-04,1.418621121,1.11E-04,1.438108527,2.25E-04,1.404845882,7.47E-05,1.378462832,3.06E-05,1.405073266,8.29E-05,1.387603027,4.61E-05,1.378983065,3.51E-05,,,,,
1.434231994,1.57E-04,1.437941263,1.92E-04,1.44702668,2.76E-04,1.424805893,1.36E-04,1.444145348,2.75E-04,1.410672659,9.20E-05,1.383339041,3.62E-05,1.410848747,1.02E-04,1.393397261,5.70E-05,1.384784794,4.35E-05,,,,,
1.440111157,1.92E-04,1.443114053,2.28E-04,1.452289261,3.26E-04,1.430990666,1.68E-04,1.45018217,3.34E-04,1.416499436,1.13E-04,1.389112109,4.44E-05,1.416624228,1.25E-04,1.399191494,7.02E-05,1.390586523,5.37E-05,,,,,
1.445990321,2.34E-04,1.449353436,2.79E-04,1.45869275,3.98E-04,1.437175439,2.07E-04,1.456218992,4.04E-04,1.422326214,1.42E-04,1.394885176,5.48E-05,1.422399709,1.52E-04,1.404985728,8.64E-05,1.396388251,6.63E-05,,,,,
1.451869485,2.88E-04,1.455592818,3.41E-04,1.46509624,4.85E-04,1.443360212,2.55E-04,1.462255813,4.89E-04,1.428152991,1.71E-04,1.400658244,6.75E-05,1.42817519,1.88E-04,1.410779961,1.09E-04,1.40218998,8.16E-05,,,,,
1.457748648,3.47E-04,1.4618322,4.15E-04,1.471499729,5.87E-04,1.449544985,3.12E-04,1.468292635,5.85E-04,1.43339709,2.04E-04,1.406431312,8.31E-05,1.433950671,2.26E-04,1.416574195,1.31E-04,1.407991709,1.03E-04,,,,,
1.463039896,4.10E-04,1.468071583,5.04E-04,1.477903218,7.08E-04,1.455729758,3.80E-04,1.474329457,6.99E-04,1.439373319,2.47E-04,1.412204379,1.02E-04,1.439726152,2.73E-04,1.421789005,1.57E-04,1.413793438,1.24E-04,,,,,
1.469553948,5.00E-04,1.474310965,6.08E-04,1.484306707,8.49E-04,1.46191453,4.60E-04,1.480922847,8.40E-04,1.445349549,2.99E-04,1.417977447,1.25E-04,1.445780749,3.30E-04,1.427786662,1.91E-04,1.419014994,1.48E-04,,,,,
1.476068,6.08E-04,1.480550347,7.30E-04,1.490710197,0.001012276,1.468099303,5.55E-04,1.487516237,0.001003427,1.451325778,3.62E-04,1.423750514,1.52E-04,1.451835346,3.97E-04,1.43378432,2.32E-04,1.425318599,1.82E-04,,,,,
1.482582051,7.35E-04,1.486789729,8.71E-04,1.497113686,0.001199136,1.474284076,6.66E-04,1.494109626,0.001192482,1.457302007,4.35E-04,1.429523582,1.85E-04,1.457889944,4.77E-04,1.439781978,2.81E-04,1.431622204,2.24E-04,,,,,
1.489096103,8.84E-04,1.493029112,0.001032884,1.503517175,0.001411432,1.480468849,7.98E-04,1.500703016,0.001408671,1.463278237,5.22E-04,1.43529665,2.28E-04,1.463944541,5.71E-04,1.445779635,3.40E-04,1.43792581,2.74E-04,,,,,
1.495610155,0.001056582,1.499268494,0.001217979,1.509920664,0.001650478,1.486653622,9.47E-04,1.507296406,0.001653506,1.469254466,6.22E-04,1.441069717,2.74E-04,1.469999138,6.80E-04,1.451777293,4.10E-04,1.444229415,3.35E-04,,,,,
1.502124207,0.001254106,1.505507876,0.001429048,1.516324154,0.001918384,1.492838395,0.001118164,1.513889796,0.001930055,1.475230695,7.39E-04,1.446842785,3.30E-04,1.476053735,8.06E-04,1.45777495,4.91E-04,1.45053302,4.07E-04,,,,,
1.508638259,0.001478203,1.511747259,0.001663714,1.522727643,0.00221318,1.500069306,0.001344877,1.520483186,0.00223537,1.481206925,8.73E-04,1.452944612,3.98E-04,1.482108332,9.51E-04,1.463772608,5.86E-04,1.456836626,4.92E-04,,,,,
1.515152311,0.001729834,1.517986641,0.001925287,1.529131132,0.002536385,1.507300218,0.001605149,1.527076576,0.002572289,1.487183154,0.001028447,1.459046438,4.78E-04,1.488162929,0.001118121,1.469770266,6.97E-04,1.463140231,5.93E-04,,,,,
1.521666363,0.002010521,1.526771962,0.002334903,1.541938111,0.003256135,1.514531129,0.001901101,1.540263355,0.003329319,1.493159383,0.001202176,1.465148265,5.72E-04,1.494217526,0.0013048,1.475767923,8.26E-04,1.469443836,7.10E-04,,,,,
1.528180414,0.002317597,1.535557284,0.00279764,1.553195288,0.003967227,1.521762041,0.002233623,1.551233319,0.004042013,1.499135613,0.001399057,1.471250092,6.83E-04,1.500272124,0.00151568,1.481765581,9.71E-04,1.475747441,8.45E-04,,,,,
1.534694466,0.002651448,1.546559837,0.003434927,1.569323484,0.005048129,1.528992952,0.002604519,1.562203282,0.004811711,1.50682243,0.001683982,1.477351919,8.11E-04,1.508151121,0.001824418,1.487763239,0.001137041,1.482051047,0.001000731,,,,,
1.54772257,0.003382607,1.55756239,0.004124092,1.58545168,0.006109132,1.536223864,0.003008901,1.573173245,0.005612549,1.514509248,0.002009439,1.483453745,9.58E-04,1.516030119,0.00217675,1.495073711,0.001366195,1.488354652,0.001178648,,,,,
1.559447863,0.004098773,1.568564943,0.00483748,1.601579875,0.00699653,1.543454775,0.003446775,1.595113172,0.007150047,1.522196065,0.002377169,1.489555572,0.001125597,1.523909117,0.002574515,1.502384183,0.001629501,1.494658257,0.001382043,,,,,
1.575171531,0.005065472,1.583123148,0.005751296,1.617708071,0.007530151,1.557916598,0.004397809,1.613759726,0.008138536,1.529882883,0.002787454,1.495657399,0.001317577,1.531788115,0.003018121,1.509694656,0.001929537,1.500961863,0.001609428,,,,,
1.590895198,0.005922547,1.597681352,0.006523303,1.632223447,0.007563623,1.570932239,0.005309638,1.630541626,0.008523809,1.537569701,0.003239237,1.501759226,0.001531377,1.539667113,0.003506627,1.517005128,0.002268029,1.507265468,0.001864612,,,,,
1.606618866,0.006510258,1.612239556,0.007021311,1.645287285,0.007164637,1.586942134,0.006410454,1.645645335,0.008305148,1.545256518,0.003730125,1.507861052,0.00177111,1.547546111,0.004037714,1.5243156,0.002646038,1.515614829,0.002243939,,,,,
1.620770166,0.006673491,1.62534194,0.007128275,1.658351124,0.006373585,1.602952029,0.007347785,1.659238673,0.007602703,1.552943336,0.004255666,1.516136248,0.002135263,1.555425108,0.004606989,1.531626073,0.003063897,1.52396419,0.002677229,,,,,
1.633506337,0.006451888,1.638444324,0.006851829,1.671414962,0.00527802,1.618961925,0.007944008,1.672832011,0.006481537,1.568316971,0.005386832,1.524411443,0.002548667,1.571183104,0.005829322,1.538936545,0.003521087,1.533351663,0.003224041,,,,,
1.646242508,0.005876303,1.651546708,0.006188668,1.684478801,0.004033022,1.63337083,0.008041672,1.68642535,0.005090292,1.583690606,0.006555711,1.532686638,0.003011931,1.5869411,0.00710001,1.546247017,0.004015989,1.542739137,0.003839128,,,,,
1.658978678,0.005004197,1.664649092,0.00520762,1.697542639,0.002828568,1.647779736,0.007640439,1.700018688,0.003645312,1.599064241,0.007637327,1.540961833,0.003523571,1.602683866,0.008294034,1.553557489,0.00454574,1.553932282,0.004648684,,,,,
1.671714849,0.003954933,1.677751476,0.004047957,1.710606478,0.001833026,1.660747751,0.006844833,1.713612026,0.002371911,1.614437877,0.008487062,1.549237028,0.004080284,1.618426633,0.009252478,1.568178434,0.005688484,1.565125428,0.005534172,,,,,
1.684451019,0.002887396,1.69085386,0.002890648,1.723670316,0.001142025,1.673715766,0.005722414,1.727205364,0.001431025,1.629811512,0.008939981,1.557512224,0.004675871,1.6341694,0.009791255,1.582799379,0.006900749,1.587511719,0.007426054,,,,,
1.69718719,0.001956646,1.703956244,0.001907043,1.735371593,7.91E-04,1.686683781,0.00442438,1.739439369,9.18E-04,1.643647783,0.008879742,1.565787419,0.005301564,1.649912167,0.009740062,1.600908096,0.00836347,1.607621517,0.009062266,,,,,
1.709923361,0.001266862,1.717058628,0.001201904,1.745902742,6.42E-04,1.699651796,0.003142237,1.750449973,6.87E-04,1.657484055,0.008315875,1.582337809,0.006595911,1.664080657,0.009096602,1.619016813,0.009571593,1.627731315,0.010301982,,,,,
1.721385914,8.82E-04,1.728850773,8.28E-04,1.756433891,5.81E-04,1.712619812,0.002055365,1.761460577,5.89E-04,1.671320327,0.007270573,1.5988882,0.00782862,1.678249147,0.007912896,1.637125531,0.010247872,1.645830133,0.010747254,,,,,
1.731702212,6.97E-04,1.739463704,6.62E-04,1.766965041,5.59E-04,1.725587827,0.001275902,1.772471181,5.58E-04,1.685156599,0.005866698,1.61543859,0.008822529,1.691000788,0.006492542,1.653423376,0.010171589,1.662119069,0.010381014,,,,,
1.742018511,6.08E-04,1.750076635,5.89E-04,1.77749619,5.51E-04,1.73725904,8.60E-04,1.783481785,5.51E-04,1.69899287,0.004316547,1.631988981,0.009369677,1.703752429,0.004926674,1.668091437,0.009440283,1.676779112,0.009361405,,,,,
1.752334809,5.70E-04,1.760689566,5.62E-04,1.788027339,5.20E-04,1.747763133,6.72E-04,1.794492389,5.46E-04,1.712829142,0.002871943,1.646884332,0.009313558,1.71650407,0.003431996,1.682759498,0.008116806,1.68997315,0.007949095,,,,,
1.762651107,5.55E-04,1.771302497,5.51E-04,1.809089637,5.16E-04,1.758267225,5.91E-04,1.816513597,5.44E-04,1.726665414,0.001739257,1.661779683,0.008657104,1.729255711,0.002195543,1.695960753,0.006549665,1.703167189,0.006245385,,,,,
1.772967405,5.45E-04,1.781915428,5.43E-04,1.830151936,5.09E-04,1.768771317,5.63E-04,1.838534805,5.21E-04,1.740501685,0.001013834,1.6751855,0.00756683,1.742007352,0.001325368,1.709162008,0.004851738,1.716361227,0.004488542,,,,,
1.793600002,5.25E-04,1.80314129,5.22E-04,1.851214234,4.35E-04,1.779275409,5.53E-04,1.860556013,5.11E-04,1.752175988,7.11E-04,1.688591316,0.006131671,1.753483828,8.70E-04,1.722363263,0.00326955,1.729555265,0.002927584,,,,,
1.814232598,5.05E-04,1.824367152,5.16E-04,1.878375696,4.46E-04,1.789779502,5.09E-04,1.882577221,4.51E-04,1.762682861,6.01E-04,1.701997132,0.004555343,1.763812658,6.70E-04,1.735564518,0.002009292,1.742749304,0.001746999,,,,,
1.834865194,4.87E-04,1.845593014,4.86E-04,1.905537158,5.49E-04,1.800283594,5.17E-04,1.904598429,4.77E-04,1.773189733,5.64E-04,1.715402949,0.003077563,1.774141487,5.87E-04,1.748765773,0.001170419,1.755943342,0.001009915,,,,,
1.855497791,4.72E-04,1.866818876,4.70E-04,1.93269862,4.89E-04,1.810787686,5.25E-04,1.926619637,4.72E-04,1.783696606,5.55E-04,1.728808765,0.001897568,1.784470316,5.61E-04,1.760610709,7.70E-04,1.76754458,6.95E-04,,,,,
1.876130387,4.91E-04,1.888044738,4.52E-04,1.959860081,4.18E-04,1.821291778,5.02E-04,1.970662053,4.88E-04,1.794203479,5.22E-04,1.742214581,0.001115829,1.794799145,5.53E-04,1.771271151,6.16E-04,1.777985693,5.88E-04,,,,,
1.896762984,4.87E-04,1.9092706,4.63E-04,1.987021543,4.09E-04,1.842299963,5.05E-04,1.999499,4.70E-04,1.804710351,5.26E-04,1.754042386,7.53E-04,1.805127975,5.04E-04,1.781931594,5.64E-04,1.788426807,5.57E-04,,,,,
1.91739558,4.71E-04,1.930496462,4.37E-04,1.999499,4.77E-04,1.863308147,4.94E-04,1.999501,4.96E-04,1.825724097,5.22E-04,1.764687411,6.14E-04,1.815456804,5.16E-04,1.792592037,5.53E-04,1.798867921,5.53E-04,,,,,
1.958660773,4.76E-04,1.951722324,4.31E-04,1.999501,4.76E-04,1.884316332,4.92E-04,1.998501,4.93E-04,1.846737842,5.17E-04,1.775332436,5.66E-04,1.825785633,5.28E-04,1.803252479,5.52E-04,1.809309035,5.21E-04,,,,,
1.991933129,4.93E-04,1.972948186,3.92E-04,1.998501,4.74E-04,1.926332701,4.91E-04,1.996500999,4.65E-04,1.888765333,5.03E-04,1.785977461,5.54E-04,1.836114462,5.00E-04,1.824573365,5.42E-04,1.819750149,5.27E-04,,,,,
1.999499,4.84E-04,1.994174048,6.93E-04,1.996500999,4.79E-04,1.96272832,4.41E-04,1.992501,4.34E-04,1.924151793,4.94E-04,1.796622485,5.51E-04,1.856772121,5.13E-04,1.84589425,4.86E-04,1.840632376,5.24E-04,,,,,
1.999501,4.53E-04,1.999499,6.01E-04,1.992501,4.90E-04,1.99912394,4.52E-04,1.984500999,4.79E-04,1.959538253,4.01E-04,1.817912535,5.58E-04,1.877429779,5.03E-04,1.88853602,5.03E-04,1.861514604,5.41E-04,,,,,
1.998501,4.52E-04,1.999501,3.34E-04,1.984500999,4.75E-04,1.999499,4.66E-04,1.976501,4.91E-04,1.994924713,1.03E-04,1.839202584,5.29E-04,1.898087438,4.97E-04,1.925963352,4.99E-04,1.903279059,5.10E-04,,,,,
1.996500999,4.94E-04,1.998501,3.36E-04,1.976501,4.68E-04,1.999501,5.01E-04,1.960500999,4.78E-04,1.999499,3.35E-04,1.860492634,5.24E-04,1.939402754,4.98E-04,1.963390683,4.60E-04,1.940867069,5.01E-04,,,,,
1.992501,5.52E-04,1.996500999,6.77E-04,1.960500999,4.72E-04,1.998501,4.96E-04,1.948921073,4.73E-04,1.999501,6.01E-04,1.881782683,4.45E-04,1.97658654,4.36E-04,1.999499,5.32E-04,1.978455079,3.83E-04,,,,,
1.984500999,5.21E-04,1.994501,5.06E-04,1.947084591,4.68E-04,1.996500999,4.52E-04,1.937341147,4.71E-04,1.998501,6.10E-04,1.903072733,4.81E-04,1.999499,4.62E-04,1.999501,4.71E-04,1.999499,4.23E-04,,,,,
1.976501,4.76E-04,1.990500999,3.89E-04,1.933668182,4.64E-04,1.994501,4.34E-04,1.925761221,4.68E-04,1.996500999,3.12E-04,1.924362782,4.85E-04,1.999501,5.09E-04,1.998501,4.61E-04,1.999501,5.29E-04,,,,,
1.960500999,4.64E-04,1.982500999,3.85E-04,1.920251773,4.59E-04,1.990500999,4.54E-04,1.902601369,4.59E-04,1.992501,-1.00E-04,1.966942882,4.94E-04,1.998501,5.08E-04,1.996500999,5.25E-04,1.998501,5.37E-04,,,,,
1.944501,4.59E-04,1.966501,4.68E-04,1.893418956,4.46E-04,1.986500999,4.75E-04,1.879441516,4.45E-04,1.984500999,8.99E-05,1.999499,4.70E-04,1.996500999,4.61E-04,1.992501,6.30E-04,1.996500999,4.33E-04,,,,,
1.928501,4.54E-04,1.952100999,4.70E-04,1.866586139,4.25E-04,1.978500999,4.77E-04,1.833121812,4.32E-04,1.976501,4.56E-04,1.999501,5.01E-04,1.992501,3.97E-04,1.984500999,4.94E-04,1.992501,2.77E-04,,,,,
1.896501,4.37E-04,1.937701,4.63E-04,1.812920504,4.40E-04,1.970501,4.75E-04,1.786802107,4.18E-04,1.968500999,4.96E-04,1.998501,5.00E-04,1.984500999,4.25E-04,1.976501,4.47E-04,1.984500999,3.42E-04,,,,,
1.864500999,4.07E-04,1.923300999,4.55E-04,1.759254869,3.99E-04,1.954500999,4.74E-04,1.740482402,3.32E-04,1.952501,4.83E-04,1.996500999,4.68E-04,1.976501,4.68E-04,1.960500999,4.85E-04,1.968500999,4.85E-04,,,,,
1.800501,4.29E-04,1.894500999,4.38E-04,1.705589234,3.35E-04,1.941941935,4.71E-04,1.694162697,2.75E-04,1.936501,4.26E-04,1.992501,4.29E-04,1.960500999,4.84E-04,1.944501,4.84E-04,1.954100999,4.93E-04,,,,,
1.742901,3.75E-04,1.865700999,4.13E-04,1.672398254,1.98E-04,1.92938287,4.67E-04,1.654264078,3.63E-05,1.904500999,4.11E-04,1.984500999,4.83E-04,1.946882294,4.82E-04,1.928501,4.78E-04,1.939701,4.84E-04,,,,,
1.685300999,2.86E-04,1.808101,4.35E-04,1.639207274,-1.08E-04,1.916823805,4.63E-04,1.631912074,-2.79E-04,1.872501,4.37E-04,1.976501,4.98E-04,1.933263589,4.77E-04,1.896501,4.71E-04,1.925300999,4.75E-04,,,,,
1.657025381,1.17E-04,1.750500999,3.87E-04,1.619501268,-4.67E-04,1.891705675,4.52E-04,1.609560069,-8.09E-04,1.808501,4.46E-04,1.960500999,4.83E-04,1.919644884,4.72E-04,1.864500999,4.49E-04,1.896501,4.65E-04,,,,,
1.628749763,-2.15E-04,1.692901,3.06E-04,1.599795262,-0.001025748,1.866587545,4.34E-04,1.589443265,-0.001567971,1.755293,3.92E-04,1.947991406,4.78E-04,1.892407474,4.64E-04,1.832501,4.09E-04,1.867700999,4.47E-04,,,,,
1.605367973,-7.29E-04,1.662915929,1.48E-04,1.582059857,-0.001761751,1.816351286,4.19E-04,1.571338141,-0.002547553,1.702085001,3.12E-04,1.935481812,4.75E-04,1.865170064,4.47E-04,1.788123491,4.31E-04,1.838901,4.15E-04,,,,,
1.585678562,-0.001414775,1.632930859,-1.76E-04,1.566097992,-0.002636416,1.766115027,4.00E-04,1.55504353,-0.003671091,1.669276493,1.47E-04,1.922972218,4.71E-04,1.837932653,4.19E-04,1.743745982,3.90E-04,1.781300999,4.29E-04,,,,,
1.568233327,-0.002243376,1.607921542,-7.07E-04,1.550136128,-0.003668544,1.715878767,3.53E-04,1.538748918,-0.004918872,1.636467984,-2.19E-04,1.89795303,4.66E-04,1.783457833,4.31E-04,1.699368473,2.87E-04,1.732466468,3.74E-04,,,,,
