8.1v,8.1i,8.2v,8.2i,8.3v,8.3i,8.4v,8.4i,8.5v,8.5i,8.6v,8.6i,8.7v,8.7i,8.8v,8.8i,8.9v,8.9i,9.0v,9.0i,,,,,
1.000002303,8.95E-12,1.000002303,9.06E-12,1.000002303,9.17E-12,1.000002303,9.28E-12,1.000002303,9.39E-12,1.000002303,9.50E-12,1.000002303,9.49E-12,1.000002303,9.63E-12,1.000002303,9.74E-12,1.000002232,9.25E-12,,,,,
1.000003001,1.01E-11,1.000003001,1.02E-11,1.000003001,1.03E-11,1.000003001,1.04E-11,1.000003001,1.05E-11,1.000003001,1.06E-11,1.000003001,1.07E-11,1.000003001,1.09E-11,1.000003001,1.10E-11,1.000003001,1.16E-11,,,,,
1.00000379,1.14E-11,1.00000379,1.16E-11,1.00000379,1.17E-11,1.00000379,1.18E-11,1.00000379,1.20E-11,1.00000379,1.21E-11,1.00000379,1.22E-11,1.00000379,1.24E-11,1.00000379,1.25E-11,1.000003884,1.29E-11,,,,,
1.000004671,1.27E-11,1.000004671,1.29E-11,1.000004671,1.30E-11,1.000004671,1.32E-11,1.000004671,1.33E-11,1.000004671,1.35E-11,1.000004671,1.36E-11,1.000004671,1.38E-11,1.000004671,1.39E-11,1.000004879,1.43E-11,,,,,
1.000005642,1.39E-11,1.000005642,1.41E-11,1.000005642,1.43E-11,1.000005642,1.44E-11,1.000005642,1.46E-11,1.000005642,1.48E-11,1.000005642,1.49E-11,1.000005642,1.51E-11,1.000005642,1.53E-11,1.000005986,1.58E-11,,,,,
1.000006704,1.52E-11,1.000006704,1.53E-11,1.000007856,1.68E-11,1.000007856,1.70E-11,1.000007856,1.72E-11,1.000007856,1.74E-11,1.000007856,1.76E-11,1.000007856,1.78E-11,1.000007856,1.80E-11,1.000007205,1.74E-11,,,,,
1.000009097,1.76E-11,1.000009097,1.78E-11,1.000010428,1.93E-11,1.000010428,1.95E-11,1.000010428,1.97E-11,1.000010428,1.99E-11,1.000010428,2.02E-11,1.000010428,2.04E-11,1.000010428,2.06E-11,1.000008534,1.89E-11,,,,,
1.000011847,2.00E-11,1.000011847,2.03E-11,1.000013354,2.17E-11,1.000013354,2.20E-11,1.000013354,2.22E-11,1.000013354,2.25E-11,1.000013354,2.28E-11,1.000013354,2.30E-11,1.000013354,2.33E-11,1.000011524,2.19E-11,,,,,
1.000014948,2.24E-11,1.000014948,2.27E-11,1.000016629,2.42E-11,1.000016629,2.44E-11,1.000016629,2.47E-11,1.000016629,2.50E-11,1.000016629,2.53E-11,1.000016629,2.56E-11,1.000016629,2.59E-11,1.000014948,2.48E-11,,,,,
1.000018397,2.48E-11,1.000018397,2.51E-11,1.00002025,2.66E-11,1.00002025,2.69E-11,1.00002025,2.72E-11,1.00002025,2.75E-11,1.00002025,2.78E-11,1.00002025,2.81E-11,1.00002025,2.84E-11,1.000018801,2.77E-11,,,,,
1.000022187,2.71E-11,1.000022187,2.74E-11,1.000024209,2.89E-11,1.000024209,2.92E-11,1.000024209,2.96E-11,1.000024209,2.99E-11,1.000024209,3.03E-11,1.000024209,3.06E-11,1.000024209,3.09E-11,1.000023075,3.06E-11,,,,,
1.000026313,2.94E-11,1.000026313,2.97E-11,1.0000285,3.12E-11,1.0000285,3.16E-11,1.0000285,3.19E-11,1.0000285,3.23E-11,1.0000285,3.27E-11,1.0000285,3.31E-11,1.0000285,3.34E-11,1.000027762,3.34E-11,,,,,
1.000030769,3.16E-11,1.000030769,3.20E-11,1.000033118,3.35E-11,1.000033118,3.39E-11,1.000033118,3.43E-11,1.000033118,3.47E-11,1.000033118,3.51E-11,1.000033118,3.55E-11,1.000033118,3.58E-11,1.000032853,3.61E-11,,,,,
1.000035546,3.38E-11,1.000035546,3.42E-11,1.000038054,3.57E-11,1.000038054,3.61E-11,1.000038054,3.65E-11,1.000038054,3.69E-11,1.000038054,3.74E-11,1.000038054,3.78E-11,1.000038054,3.82E-11,1.000038337,3.88E-11,,,,,
1.000046037,3.80E-11,1.000046037,3.85E-11,1.000048849,4.00E-11,1.000048849,4.05E-11,1.000048849,4.09E-11,1.000048849,4.14E-11,1.000048849,4.19E-11,1.000048849,4.23E-11,1.000048849,4.28E-11,1.000044204,4.14E-11,,,,,
1.000057721,4.20E-11,1.000057721,4.25E-11,1.00006082,4.40E-11,1.00006082,4.45E-11,1.00006082,4.50E-11,1.00006082,4.56E-11,1.00006082,4.61E-11,1.00006082,4.66E-11,1.00006082,4.71E-11,1.000057042,4.64E-11,,,,,
1.000070525,4.57E-11,1.000070525,4.63E-11,1.000073892,4.77E-11,1.000073892,4.83E-11,1.000073892,4.89E-11,1.000073892,4.94E-11,1.000073892,5.00E-11,1.000073892,5.06E-11,1.000073892,5.11E-11,1.000071268,5.10E-11,,,,,
1.000084369,4.92E-11,1.000084369,4.98E-11,1.000087982,5.12E-11,1.000087982,5.18E-11,1.000087982,5.24E-11,1.000087982,5.30E-11,1.000087982,5.36E-11,1.000087982,5.42E-11,1.000087982,5.49E-11,1.000086771,5.52E-11,,,,,
1.000099167,5.23E-11,1.000099167,5.30E-11,1.000103005,5.43E-11,1.000103005,5.50E-11,1.000103005,5.56E-11,1.000103005,5.63E-11,1.000103005,5.69E-11,1.000103005,5.76E-11,1.000103005,5.82E-11,1.000103435,5.90E-11,,,,,
1.000114828,5.52E-11,1.000114828,5.58E-11,1.000118867,5.72E-11,1.000118867,5.79E-11,1.000118867,5.85E-11,1.000118867,5.92E-11,1.000118867,5.99E-11,1.000118867,6.06E-11,1.000118867,6.13E-11,1.000121132,6.24E-11,,,,,
1.000148356,6.01E-11,1.000131258,5.82E-11,1.000152723,6.20E-11,1.000152723,6.28E-11,1.000152723,6.35E-11,1.000152723,6.43E-11,1.000152723,6.50E-11,1.000135473,6.30E-11,1.000135473,6.37E-11,1.000139729,6.53E-11,,,,,
1.000184148,6.33E-11,1.000166021,6.26E-11,1.00018874,6.52E-11,1.00018874,6.59E-11,1.00018874,6.67E-11,1.00018874,6.75E-11,1.00018874,6.83E-11,1.000170513,6.76E-11,1.000170513,6.84E-11,1.00015909,6.74E-11,,,,,
1.000221373,6.51E-11,1.000202634,6.52E-11,1.000226085,6.68E-11,1.000226085,6.76E-11,1.000226085,6.84E-11,1.000226085,6.92E-11,1.000226085,7.00E-11,1.000207299,7.02E-11,1.000207299,7.10E-11,1.000199532,7.15E-11,,,,,
1.000259203,6.38E-11,1.000240263,6.63E-11,1.000263934,6.53E-11,1.000263934,6.79E-11,1.000263934,6.87E-11,1.000263934,6.96E-11,1.000263934,7.04E-11,1.000244997,7.12E-11,1.000244997,7.20E-11,1.000241314,7.29E-11,,,,,
1.000296855,6.27E-11,1.000278097,6.43E-11,1.000301513,6.41E-11,1.000301513,6.52E-11,1.000301513,6.60E-11,1.000301513,6.68E-11,1.000301513,6.76E-11,1.000282803,6.90E-11,1.000282803,6.98E-11,1.000283325,7.24E-11,,,,,
1.000333633,6.11E-11,1.000315392,6.27E-11,1.000338139,6.24E-11,1.000338139,6.29E-11,1.000338139,6.37E-11,1.000338139,6.45E-11,1.000338139,6.53E-11,1.000319983,6.72E-11,1.000319983,6.80E-11,1.000324554,6.81E-11,,,,,
1.0004025,5.68E-11,1.000385979,5.93E-11,1.000406553,5.77E-11,1.000406553,5.84E-11,1.000406553,5.91E-11,1.000406553,5.99E-11,1.000406553,6.06E-11,1.000390155,6.32E-11,1.000390155,6.39E-11,1.000364168,6.48E-11,,,,,
1.000463856,4.71E-11,1.000449164,4.74E-11,1.000467475,4.85E-11,1.000467475,4.92E-11,1.000467475,4.98E-11,1.000467475,5.04E-11,1.000467475,5.10E-11,1.000452872,5.12E-11,1.000452872,5.19E-11,1.000436618,5.88E-11,,,,,
1.000520508,5.39E-11,1.000506445,5.09E-11,1.000524023,5.60E-11,1.000524023,5.66E-11,1.000524023,5.72E-11,1.000524023,5.77E-11,1.000524023,5.83E-11,1.000509961,5.52E-11,1.000509961,5.58E-11,1.000500977,5.50E-11,,,,,
1.000576758,6.15E-11,1.000562695,6.29E-11,1.000580273,6.23E-11,1.000580273,6.29E-11,1.000580273,6.35E-11,1.000580273,6.41E-11,1.000580273,6.47E-11,1.000566211,6.64E-11,1.000566211,6.70E-11,1.000563477,6.98E-11,,,,,
1.000633008,5.15E-11,1.000618945,5.43E-11,1.000636523,5.23E-11,1.000636523,5.29E-11,1.000636523,5.35E-11,1.000636523,5.41E-11,1.000636523,5.48E-11,1.000622461,5.74E-11,1.000622461,5.80E-11,1.000625977,6.19E-11,,,,,
1.000689258,4.85E-11,1.000675195,4.91E-11,1.000692773,4.97E-11,1.000692773,5.03E-11,1.000692773,5.09E-11,1.000692773,5.15E-11,1.000692773,5.21E-11,1.000678711,5.27E-11,1.000678711,5.33E-11,1.000688477,5.41E-11,,,,,
1.000745508,5.04E-11,1.000731445,4.93E-11,1.000749023,5.19E-11,1.000749023,5.25E-11,1.000805273,5.27E-11,1.000805273,5.33E-11,1.000805273,5.39E-11,1.000734961,5.34E-11,1.000734961,5.40E-11,1.000750977,5.47E-11,,,,,
1.000858008,5.06E-11,1.000843945,5.10E-11,1.000861523,5.18E-11,1.000861523,5.24E-11,1.000917773,5.28E-11,1.000917773,5.35E-11,1.000917773,5.41E-11,1.000847461,5.47E-11,1.000847461,5.53E-11,1.000813477,5.78E-11,,,,,
1.000970508,4.99E-11,1.000945195,5.08E-11,1.000974023,5.11E-11,1.000974023,5.17E-11,1.001030273,5.26E-11,1.001030273,5.32E-11,1.001030273,5.38E-11,1.000959961,5.44E-11,1.000959961,5.50E-11,1.000938477,5.61E-11,,,,,
1.001083008,5.02E-11,1.001046445,5.08E-11,1.001086523,5.14E-11,1.001086523,5.21E-11,1.001142773,5.28E-11,1.001142773,5.35E-11,1.001142773,5.41E-11,1.001072461,5.45E-11,1.001072461,5.51E-11,1.001050977,5.54E-11,,,,,
1.001195508,5.05E-11,1.001147695,5.10E-11,1.001199023,5.18E-11,1.001199023,5.24E-11,1.001255273,5.31E-11,1.001255273,5.37E-11,1.001255273,5.44E-11,1.001184961,5.48E-11,1.001184961,5.54E-11,1.001163477,5.60E-11,,,,,
1.001308008,5.07E-11,1.001248945,5.12E-11,1.001311523,5.20E-11,1.001311523,5.26E-11,1.001367773,5.34E-11,1.001367773,5.40E-11,1.001367773,5.46E-11,1.001297461,5.51E-11,1.001297461,5.57E-11,1.001275977,5.63E-11,,,,,
1.001420508,5.10E-11,1.001350195,5.15E-11,1.001424023,5.22E-11,1.001424023,5.28E-11,1.001480273,5.36E-11,1.001480273,5.42E-11,1.001480273,5.49E-11,1.001409961,5.53E-11,1.001409961,5.59E-11,1.001388477,5.65E-11,,,,,
1.001533008,5.12E-11,1.001552695,5.18E-11,1.001536523,5.25E-11,1.001536523,5.31E-11,1.001592773,5.38E-11,1.001592773,5.45E-11,1.001592773,5.51E-11,1.001522461,5.56E-11,1.001522461,5.62E-11,1.001500977,5.67E-11,,,,,
1.001645508,5.14E-11,1.001730473,5.22E-11,1.001761523,5.29E-11,1.001761523,5.35E-11,1.001705273,5.41E-11,1.001705273,5.47E-11,1.001705273,5.54E-11,1.001747461,5.60E-11,1.001747461,5.67E-11,1.001725977,5.73E-11,,,,,
1.001758008,5.17E-11,1.001908251,5.26E-11,1.001956177,5.33E-11,1.001956955,5.40E-11,1.001930273,5.46E-11,1.001930273,5.52E-11,1.001930273,5.58E-11,1.00194461,5.65E-11,1.001945302,5.71E-11,1.001922657,5.77E-11,,,,,
1.001983008,5.21E-11,1.002086028,5.30E-11,1.002150831,5.38E-11,1.002152386,5.44E-11,1.002132773,5.50E-11,1.002132773,5.57E-11,1.002132773,5.63E-11,1.002141759,5.70E-11,1.002143143,5.76E-11,1.002119337,5.82E-11,,,,,
1.002185508,5.26E-11,1.002263806,5.34E-11,1.002345484,5.42E-11,1.002347817,5.48E-11,1.002335273,5.55E-11,1.002335273,5.61E-11,1.002335273,5.68E-11,1.002338908,5.74E-11,1.002340984,5.81E-11,1.002316018,5.86E-11,,,,,
1.002388008,5.30E-11,1.002441583,5.37E-11,1.002540138,5.46E-11,1.002543248,5.53E-11,1.002537773,5.59E-11,1.002537773,5.66E-11,1.002537773,5.72E-11,1.002536057,5.79E-11,1.002538825,5.85E-11,1.002512698,5.91E-11,,,,,
1.002590508,5.34E-11,1.002619361,5.43E-11,1.002734792,5.50E-11,1.002738679,5.57E-11,1.002740273,5.64E-11,1.002740273,5.70E-11,1.002740273,5.77E-11,1.002733206,5.83E-11,1.002736666,5.90E-11,1.002709379,5.96E-11,,,,,
1.002793008,5.41E-11,1.002797138,5.48E-11,1.002929445,5.57E-11,1.00293411,5.64E-11,1.002942773,5.71E-11,1.002942773,5.77E-11,1.002942773,5.84E-11,1.002930354,5.90E-11,1.002934507,5.97E-11,1.002906059,6.03E-11,,,,,
1.002995508,5.43E-11,1.002974916,5.52E-11,1.003318752,5.64E-11,1.003324973,5.71E-11,1.003347773,5.79E-11,1.003347773,5.85E-11,1.003347773,5.92E-11,1.003324652,5.98E-11,1.003330189,6.05E-11,1.00329942,6.11E-11,,,,,
1.003198008,5.48E-11,1.003330471,5.57E-11,1.003669129,5.72E-11,1.003676749,5.79E-11,1.003712273,5.87E-11,1.003712273,5.94E-11,1.003712273,6.01E-11,1.00367952,6.07E-11,1.003686303,6.14E-11,1.003653445,6.20E-11,,,,,
1.003603008,5.57E-11,1.003686026,5.75E-11,1.004019505,5.81E-11,1.004028525,5.88E-11,1.004076773,5.96E-11,1.004076773,6.03E-11,1.004076773,6.10E-11,1.004034388,6.16E-11,1.004042416,6.23E-11,1.00400747,6.29E-11,,,,,
1.004008008,5.67E-11,1.004041582,5.76E-11,1.004369882,5.89E-11,1.004380301,5.96E-11,1.004441273,6.05E-11,1.004441273,6.12E-11,1.004441273,6.19E-11,1.004389256,6.25E-11,1.00439853,6.32E-11,1.004361494,6.38E-11,,,,,
1.004413008,5.77E-11,1.004397137,5.90E-11,1.004720258,6.11E-11,1.004732077,6.18E-11,1.004805773,6.29E-11,1.004805773,6.36E-11,1.004805773,6.44E-11,1.004744124,6.48E-11,1.004754644,6.55E-11,1.004715519,6.61E-11,,,,,
1.004818008,6.08E-11,1.005108247,6.06E-11,1.005421012,6.22E-11,1.005435629,6.29E-11,1.005534773,6.40E-11,1.005534773,6.48E-11,1.005534773,6.55E-11,1.005453861,6.59E-11,1.005466872,6.67E-11,1.005423569,6.73E-11,,,,,
1.005223008,6.00E-11,1.005748247,6.95E-11,1.006121765,7.16E-11,1.006139181,7.25E-11,1.006190873,7.26E-11,1.006190873,7.33E-11,1.006190873,7.41E-11,1.006092623,7.40E-11,1.006107876,7.48E-11,1.006060813,7.53E-11,,,,,
1.005628008,6.11E-11,1.006388246,6.53E-11,1.006822518,6.78E-11,1.006842733,6.86E-11,1.007503073,6.73E-11,1.007503073,6.80E-11,1.007503073,6.88E-11,1.007370148,6.92E-11,1.007389886,7.00E-11,1.007335303,7.06E-11,,,,,
1.006438008,6.35E-11,1.007028245,6.89E-11,1.007523271,7.44E-11,1.007546286,7.54E-11,1.008815273,3.16E-10,1.008815273,3.17E-10,1.008815273,3.18E-10,1.008519921,2.65E-10,1.008543695,2.68E-10,1.008482343,2.66E-10,,,,,
1.007248008,8.04E-11,1.008308244,7.31E-11,1.008924777,7.76E-11,1.00895339,7.86E-11,1.010127473,1.98E-09,1.010127473,1.98E-09,1.010127473,1.98E-09,1.009669693,1.52E-09,1.009697503,1.53E-09,1.009629383,1.51E-09,,,,,
1.008868008,8.01E-11,1.009588243,1.61E-09,1.011727789,7.11E-10,1.011767598,7.18E-10,1.012751873,8.25E-10,1.012751873,8.27E-10,1.012751873,8.28E-10,1.011969238,4.71E-09,1.012005121,4.74E-09,1.011923464,4.68E-09,,,,,
1.010488008,4.70E-10,1.01214824,7.72E-10,1.014530801,1.62E-09,1.014581807,1.64E-09,1.015376273,1.34E-09,1.015376273,1.35E-09,1.015376273,1.35E-09,1.014268783,1.45E-09,1.014312738,1.46E-09,1.014217545,1.44E-09,,,,,
1.012108008,3.12E-09,1.014708237,1.27E-09,1.017333813,2.55E-09,1.017396016,2.57E-09,1.018000673,2.16E-09,1.018000673,2.16E-09,1.018000673,2.16E-09,1.016568328,5.68E-09,1.016620356,5.72E-09,1.016511625,5.64E-09,,,,,
1.015348008,1.24E-09,1.017268235,2.00E-09,1.022939838,6.90E-09,1.023024433,6.99E-09,1.023249473,6.02E-09,1.023249473,6.02E-09,1.023249473,6.02E-09,1.019247704,1.25E-09,1.019298343,1.25E-09,1.019192095,1.25E-09,,,,,
1.018264008,1.86E-09,1.02238823,5.47E-09,1.028545862,3.08E-09,1.02865285,3.14E-09,1.028498273,2.43E-09,1.028498273,2.43E-09,1.028498273,2.43E-09,1.02192708,1.43E-09,1.021976331,1.43E-09,1.021872565,1.43E-09,,,,,
1.021180008,7.88E-10,1.027508224,5.15E-09,1.034151886,9.82E-09,1.034281267,9.98E-09,1.033747073,7.35E-09,1.033747073,7.35E-09,1.033747073,7.35E-09,1.024606456,2.49E-09,1.024654319,2.49E-09,1.024553035,2.49E-09,,,,,
1.024096008,1.17E-09,1.032628219,5.36E-09,1.039757911,9.56E-09,1.039909684,9.89E-09,1.039248085,4.23E-10,1.039248026,4.26E-10,1.039247948,4.29E-10,1.029965208,2.65E-09,1.030010294,2.66E-09,1.029913976,2.66E-09,,,,,
1.029928008,3.65E-09,1.037748214,8.27E-09,1.045363935,8.38E-09,1.045538101,8.67E-09,1.044749097,4.09E-09,1.044748979,4.09E-09,1.044748822,4.09E-09,1.03532396,4.09E-09,1.03536627,4.09E-09,1.035274916,4.09E-09,,,,,
1.035760008,3.38E-09,1.042868209,7.76E-09,1.050969959,9.66E-09,1.051166518,9.93E-09,1.050250108,2.41E-09,1.050249932,2.43E-09,1.050249696,2.45E-09,1.040682712,2.60E-10,1.040722246,2.64E-10,1.040635856,2.66E-10,,,,,
1.041592008,4.61E-09,1.047988204,1.89E-08,1.056575984,4.58E-10,1.056794936,4.68E-10,1.05575112,6.24E-09,1.055750885,6.26E-09,1.05575057,6.27E-09,1.046041464,1.08E-08,1.046078221,1.08E-08,1.045996796,1.08E-08,,,,,
1.047424008,3.11E-10,1.053108198,4.08E-10,1.062182008,1.51E-08,1.062423353,1.52E-08,1.061252132,5.69E-10,1.061251838,5.75E-10,1.061251445,5.82E-10,1.051400216,4.02E-10,1.051434197,4.07E-10,1.051357736,4.11E-10,,,,,
1.053256008,1.87E-08,1.057716194,-9.34E-09,1.06710975,7.15E-10,1.067353365,7.31E-10,1.066753143,1.53E-08,1.06675279,1.53E-08,1.066752319,1.53E-08,1.056223092,1.86E-09,1.056254575,1.86E-09,1.056182583,1.88E-09,,,,,
1.059088008,5.01E-10,1.063968799,8.80E-10,1.071544718,-4.76E-10,1.071790377,-4.54E-10,1.072254155,8.90E-10,1.072253743,9.00E-10,1.072253193,9.11E-10,1.06155862,5.92E-10,1.061590013,5.99E-10,1.061517954,6.04E-10,,,,,
1.063977941,-2.84E-09,1.070221404,8.08E-10,1.076925375,1.30E-09,1.077168926,1.39E-09,1.077205065,4.32E-09,1.077204601,4.35E-09,1.07720398,4.37E-09,1.066894147,7.29E-10,1.066925451,7.38E-10,1.066853325,7.44E-10,,,,,
1.069549693,7.41E-10,1.075794106,9.83E-10,1.082306031,1.27E-09,1.082547476,1.30E-09,1.082443901,1.31E-09,1.082442802,1.33E-09,1.082441745,1.34E-09,1.072229674,9.00E-10,1.072260888,9.12E-10,1.072188696,9.19E-10,,,,,
1.075121445,9.30E-10,1.081366807,1.23E-09,1.087686688,1.58E-09,1.087926026,1.61E-09,1.087682737,4.46E-09,1.087681003,4.49E-09,1.08767951,4.52E-09,1.077565201,1.11E-09,1.077596326,1.13E-09,1.077524067,1.13E-09,,,,,
1.080693197,1.16E-09,1.086939509,1.55E-09,1.093067344,1.96E-09,1.093304576,2.00E-09,1.092921573,1.98E-09,1.092919204,2.00E-09,1.092917275,2.03E-09,1.082900729,1.37E-09,1.082931764,1.39E-09,1.082859438,1.40E-09,,,,,
1.086264949,1.44E-09,1.092512211,1.93E-09,1.098448,2.42E-09,1.098683125,2.48E-09,1.098160409,2.43E-09,1.098157405,2.45E-09,1.09815504,2.48E-09,1.088236256,1.70E-09,1.088267202,1.72E-09,1.088194809,1.73E-09,,,,,
1.091836701,1.80E-09,1.098084912,2.40E-09,1.103828657,2.97E-09,1.104061675,3.03E-09,1.103399245,2.99E-09,1.103395607,3.02E-09,1.103392805,3.06E-09,1.093571783,2.10E-09,1.09360264,2.12E-09,1.093530181,2.14E-09,,,,,
1.097408453,2.24E-09,1.103657614,2.92E-09,1.109209313,3.67E-09,1.109440225,3.75E-09,1.10863808,3.67E-09,1.108633808,3.72E-09,1.10863057,3.76E-09,1.098907311,3.98E-08,1.098938078,3.98E-08,1.098865552,3.98E-08,,,,,
1.102980205,2.80E-09,1.109230315,5.46E-08,1.11458997,4.54E-09,1.114818775,4.64E-09,1.113876916,4.52E-09,1.113872009,4.57E-09,1.113868335,4.62E-09,1.104242838,3.32E-09,1.104273516,3.36E-09,1.104200923,3.39E-09,,,,,
1.108551957,3.49E-09,1.114803017,4.72E-09,1.119970626,5.89E-08,1.120197325,5.91E-08,1.119115752,5.32E-08,1.11911021,5.32E-08,1.1191061,5.33E-08,1.108830199,-1.54E-08,1.108860928,-1.54E-08,1.108788387,-1.53E-08,,,,,
1.114123709,6.02E-08,1.119359658,5.39E-09,1.125351283,7.23E-09,1.125575874,7.38E-09,1.124354588,7.10E-09,1.124348411,7.18E-09,1.124343866,7.26E-09,1.114991106,4.78E-09,1.115021447,4.84E-09,1.114948563,4.88E-09,,,,,
1.119695461,5.66E-09,1.1239163,6.51E-09,1.12991858,8.29E-09,1.130143372,8.46E-09,1.12894232,-1.64E-08,1.128936236,-1.63E-08,1.128931782,-1.62E-08,1.121152013,6.24E-09,1.121181967,6.31E-09,1.121108739,6.37E-09,,,,,
1.124235655,-2.51E-08,1.128472942,7.80E-09,1.134485876,1.00E-08,1.13471087,1.02E-08,1.135057759,1.02E-08,1.135050951,1.04E-08,1.135045873,1.05E-08,1.126696829,7.77E-09,1.126726434,7.87E-09,1.126652897,7.93E-09,,,,,
1.133316041,1.26E-07,1.133029583,9.34E-09,1.139053173,1.20E-08,1.139278368,1.22E-08,1.141173199,1.33E-08,1.141165667,1.35E-08,1.141159964,1.36E-08,1.132241645,9.67E-09,1.132270902,9.79E-09,1.132197055,9.87E-09,,,,,
1.137792145,1.21E-08,1.137586225,4.44E-08,1.14362047,1.44E-08,1.143845866,1.47E-08,1.146677094,1.65E-08,1.14666891,1.67E-08,1.146662646,1.69E-08,1.137786461,1.20E-08,1.13781537,1.22E-08,1.137741213,1.23E-08,,,,,
1.141820639,-7.67E-08,1.142142866,1.37E-08,1.148187767,5.63E-08,1.148413363,5.68E-08,1.15218099,2.06E-08,1.152172154,2.08E-08,1.152165328,2.10E-08,1.143331277,1.50E-08,1.143359837,1.52E-08,1.143285371,1.53E-08,,,,,
1.149877627,-2.69E-08,1.146699508,9.73E-09,1.152755064,2.11E-08,1.152980861,2.15E-08,1.157684885,2.56E-08,1.157675398,2.59E-08,1.15766801,2.61E-08,1.148876093,1.87E-08,1.148904305,1.89E-08,1.148829529,1.91E-08,,,,,
1.154928228,2.17E-08,1.152184069,1.98E-08,1.15732236,1.75E-08,1.157548359,1.80E-08,1.163188781,3.18E-08,1.163178641,3.21E-08,1.163170692,3.25E-08,1.154420909,2.33E-08,1.154448772,2.35E-08,1.154373687,2.37E-08,,,,,
1.159978829,2.69E-08,1.15766863,2.47E-08,1.162806096,3.04E-08,1.163031871,3.11E-08,1.168692677,3.95E-08,1.168681885,3.99E-08,1.168673374,4.04E-08,1.159965725,1.36E-07,1.15999324,1.36E-07,1.159917846,1.36E-07,,,,,
1.16502943,3.26E-08,1.16315319,3.06E-08,1.168289831,3.80E-08,1.168515382,3.88E-08,1.174196572,4.91E-08,1.174185129,4.96E-08,1.174176056,5.02E-08,1.165510541,3.75E-08,1.165537708,3.80E-08,1.165462004,3.83E-08,,,,,
1.170080031,3.99E-08,1.168637751,3.80E-08,1.173773566,4.72E-08,1.173998894,4.81E-08,1.179700468,6.10E-08,1.179688372,6.17E-08,1.179678738,6.24E-08,1.17007633,4.30E-08,1.170103723,4.35E-08,1.170028207,4.38E-08,,,,,
1.175130632,4.87E-08,1.174122312,4.72E-08,1.179257301,5.86E-08,1.179482405,5.98E-08,1.185204363,7.58E-08,1.185191616,7.67E-08,1.18518142,7.75E-08,1.17464212,5.19E-08,1.174669738,5.25E-08,1.17459441,5.30E-08,,,,,
1.180181233,5.94E-08,1.179606873,5.87E-08,1.184741036,7.27E-08,1.184965917,7.42E-08,1.190708259,2.62E-07,1.19069486,2.63E-07,1.190684102,2.64E-07,1.179207909,6.22E-08,1.179235753,6.29E-08,1.179160613,6.34E-08,,,,,
