7.1v,7.1i,7.2v,7.2i,7.3v,7.3i,7.4v,7.4i,7.5v,7.5i,7.6v,7.6i,7.7v,7.7i,7.8v,7.8i,7.9v,7.9i,8.0v,8.0i,,,,,
1.187080924,6.86E-08,1.183759961,6.08E-08,1.183749178,6.16E-08,1.188691088,7.61E-08,1.186553516,7.07E-08,1.178982092,5.33E-08,1.184654136,6.73E-08,1.18848696,7.96E-08,1.182004594,6.22E-08,1.180282567,5.89E-08,,,,,
1.191646833,8.22E-08,1.189247701,7.55E-08,1.189236451,7.65E-08,1.193258391,9.12E-08,1.192066486,2.57E-07,1.183545116,6.38E-08,1.190139626,8.36E-08,1.19305112,1.71E-07,1.187489882,7.72E-08,1.185331675,1.80E-07,,,,,
1.196212743,9.84E-08,1.19473544,2.63E-07,1.194723724,2.64E-07,1.197825694,1.09E-07,1.197579457,1.14E-07,1.188108141,1.47E-07,1.195625115,1.04E-07,1.197615279,1.17E-07,1.19297517,9.59E-08,1.190380782,9.06E-08,,,,,
1.200778652,2.03E-07,1.200223179,1.21E-07,1.200210997,1.23E-07,1.202392997,2.18E-07,1.202157453,1.30E-07,1.192671166,9.36E-08,1.201110605,3.17E-07,1.202179439,1.26E-07,1.198460458,3.00E-07,1.194924978,6.21E-08,,,,,
1.205344561,1.44E-07,1.204830778,6.07E-08,1.204818987,6.27E-08,1.2069603,1.60E-07,1.206735449,1.57E-07,1.19723419,9.88E-08,1.206596095,1.66E-07,1.207656317,1.68E-07,1.203945746,1.54E-07,1.200769936,1.30E-07,,,,,
1.20991047,1.57E-07,1.210991529,1.75E-07,1.210978173,1.77E-07,1.211527603,1.76E-07,1.211313445,1.88E-07,1.202712886,1.35E-07,1.211192302,1.57E-07,1.213133195,2.10E-07,1.208540748,1.44E-07,1.206614893,1.66E-07,,,,,
1.215387688,2.08E-07,1.21715228,2.27E-07,1.21713736,2.30E-07,1.217003298,2.31E-07,1.215891441,2.26E-07,1.208191583,1.68E-07,1.215788508,2.29E-07,1.218610073,2.60E-07,1.21313575,2.11E-07,1.211875355,2.05E-07,,,,,
1.220864905,2.59E-07,1.222696956,2.82E-07,1.222680627,2.86E-07,1.222478994,2.88E-07,1.220469437,3.84E-07,1.213670279,2.09E-07,1.220384715,2.77E-07,1.224086951,3.23E-07,1.217730752,2.56E-07,1.217135816,2.52E-07,,,,,
1.226342123,3.21E-07,1.228241633,3.51E-07,1.228223894,3.56E-07,1.22795469,3.57E-07,1.225047432,3.31E-07,1.219148975,2.59E-07,1.224980921,4.32E-07,1.22956383,4.00E-07,1.222325754,4.03E-07,1.222396278,3.10E-07,,,,,
1.23181934,3.99E-07,1.233786309,4.37E-07,1.233767162,4.42E-07,1.233430385,4.42E-07,1.229625428,3.77E-07,1.224627671,3.21E-07,1.229577128,4.04E-07,1.235040708,4.96E-07,1.226920755,3.73E-07,1.227656739,3.81E-07,,,,,
1.237296558,4.94E-07,1.239330985,5.43E-07,1.239310429,5.50E-07,1.238906081,5.48E-07,1.23509477,4.77E-07,1.230106367,3.98E-07,1.234173335,4.94E-07,1.240517586,6.15E-07,1.231515757,4.57E-07,1.232917201,4.68E-07,,,,,
1.242773776,6.13E-07,1.244875661,6.75E-07,1.244853697,6.83E-07,1.244381777,6.80E-07,1.240564111,5.93E-07,1.235585063,4.94E-07,1.239487668,5.85E-07,1.245994464,7.62E-07,1.236828689,5.40E-07,1.238177663,5.76E-07,,,,,
1.248250993,7.60E-07,1.250420338,8.38E-07,1.250396964,8.49E-07,1.249857473,8.42E-07,1.246033452,7.35E-07,1.24106376,6.13E-07,1.244802001,7.19E-07,1.251471342,1.34E-06,1.24214162,6.64E-07,1.243438124,7.08E-07,,,,,
1.253728211,9.41E-07,1.255965014,1.47E-06,1.255940232,1.48E-06,1.255333168,1.04E-06,1.251502793,9.10E-07,1.246542456,1.12E-06,1.250116335,8.85E-07,1.25694822,1.21E-06,1.247454551,8.18E-07,1.248698586,1.19E-06,,,,,
1.259205428,1.61E-06,1.26150969,1.34E-06,1.261483499,1.36E-06,1.260808864,1.74E-06,1.256972134,1.13E-06,1.252021152,9.75E-07,1.255430668,1.09E-06,1.261595919,1.26E-06,1.252767482,1.01E-06,1.253959048,1.10E-06,,,,,
1.264682646,1.50E-06,1.266180925,1.50E-06,1.266156399,1.52E-06,1.26628456,1.66E-06,1.262441475,1.40E-06,1.256685598,1.08E-06,1.260745002,1.34E-06,1.267730184,1.75E-06,1.258080414,1.24E-06,1.258653464,1.18E-06,,,,,
1.269341108,1.58E-06,1.27180113,1.92E-06,1.271777519,1.94E-06,1.270953051,1.77E-06,1.267910817,1.73E-06,1.262278558,1.40E-06,1.266059335,1.65E-06,1.273864448,2.25E-06,1.263393345,1.52E-06,1.264553183,1.59E-06,,,,,
1.275452379,2.16E-06,1.277421334,2.40E-06,1.277398639,2.43E-06,1.277040585,2.40E-06,1.273380158,2.14E-06,1.267871518,1.75E-06,1.271373668,2.03E-06,1.279385286,2.80E-06,1.268706276,1.87E-06,1.270452902,2.02E-06,,,,,
1.281563651,2.77E-06,1.283041539,2.98E-06,1.283019759,3.02E-06,1.283128119,3.07E-06,1.278849499,3.20E-06,1.273464478,2.17E-06,1.276688002,2.97E-06,1.284906124,3.46E-06,1.274019207,2.76E-06,1.276352621,2.54E-06,,,,,
1.287063796,3.44E-06,1.288661743,3.71E-06,1.288640879,3.75E-06,1.2886069,3.80E-06,1.28431884,3.37E-06,1.279057438,2.69E-06,1.282002335,3.15E-06,1.290426962,4.28E-06,1.279332138,2.91E-06,1.282252339,3.20E-06,,,,,
1.29256394,4.25E-06,1.294281948,4.60E-06,1.294261999,4.66E-06,1.294085681,4.69E-06,1.289059758,3.80E-06,1.284650398,3.34E-06,1.286785235,3.61E-06,1.2959478,5.29E-06,1.284113733,3.33E-06,1.288152058,4.01E-06,,,,,
1.298064085,5.25E-06,1.299902152,5.70E-06,1.299883119,5.77E-06,1.299564462,5.78E-06,1.295015004,4.87E-06,1.290243358,4.14E-06,1.29258136,4.56E-06,1.301468639,6.53E-06,1.289915543,4.22E-06,1.294051777,5.03E-06,,,,,
1.303564229,6.48E-06,1.305522357,7.06E-06,1.305504239,7.15E-06,1.305043243,7.12E-06,1.300970251,6.16E-06,1.295836319,5.14E-06,1.298377484,5.72E-06,1.306989477,8.05E-06,1.295717353,5.30E-06,1.299951495,6.30E-06,,,,,
1.309064374,7.98E-06,1.311142561,8.74E-06,1.31112536,8.85E-06,1.310522024,8.76E-06,1.306925498,7.73E-06,1.301429279,6.36E-06,1.304173608,7.14E-06,1.312510315,9.91E-06,1.301519163,6.61E-06,1.305851214,7.88E-06,,,,,
1.314564518,9.83E-06,1.316762766,1.08E-05,1.31674648,1.09E-05,1.316000805,1.08E-05,1.312880745,9.68E-06,1.307022239,8.69E-06,1.309969733,8.89E-06,1.318031153,1.22E-05,1.307320973,8.23E-06,1.311750933,9.84E-06,,,,,
1.320064663,1.21E-05,1.32238297,1.43E-05,1.3223676,1.45E-05,1.321479586,1.32E-05,1.318835992,1.21E-05,1.312615199,9.98E-06,1.315765857,1.11E-05,1.323551991,1.59E-05,1.313122783,1.02E-05,1.317650651,1.23E-05,,,,,
1.325564808,1.48E-05,1.328003175,1.68E-05,1.32798872,1.70E-05,1.326958366,1.62E-05,1.324791238,1.51E-05,1.317537677,1.17E-05,1.321561982,1.37E-05,1.329072829,1.88E-05,1.318924593,1.27E-05,1.32355037,1.65E-05,,,,,
1.331064952,1.92E-05,1.333054042,2.00E-05,1.333045919,2.02E-05,1.332437147,2.08E-05,1.330746485,1.88E-05,1.323346744,1.45E-05,1.327358106,1.70E-05,1.334041583,2.23E-05,1.324726403,1.58E-05,1.329450089,1.95E-05,,,,,
1.336565097,2.27E-05,1.338943434,2.46E-05,1.338937921,2.49E-05,1.337915928,2.47E-05,1.336701732,2.34E-05,1.329155811,1.80E-05,1.333154231,2.11E-05,1.339797539,2.72E-05,1.330528213,1.96E-05,1.334494699,2.31E-05,,,,,
1.341515227,2.70E-05,1.344832825,3.04E-05,1.344829924,3.07E-05,1.342846831,2.94E-05,1.342656979,2.91E-05,1.334964878,2.22E-05,1.338950355,2.60E-05,1.345553494,3.34E-05,1.336330023,2.42E-05,1.340473979,2.84E-05,,,,,
1.347272729,3.29E-05,1.350722216,3.75E-05,1.350721926,3.79E-05,1.348605283,3.58E-05,1.348612226,3.60E-05,1.340773945,2.75E-05,1.344746479,3.21E-05,1.35130945,4.09E-05,1.342131832,2.98E-05,1.34645326,3.52E-05,,,,,
1.353030231,4.03E-05,1.356611608,4.62E-05,1.356613929,4.67E-05,1.354363734,4.37E-05,1.354567472,4.45E-05,1.346583013,3.39E-05,1.350542604,4.07E-05,1.357065406,5.01E-05,1.347933642,3.80E-05,1.35243254,4.34E-05,,,,,
1.358787733,4.93E-05,1.362500999,5.68E-05,1.362505932,5.74E-05,1.360122186,5.34E-05,1.360522719,5.63E-05,1.35239208,4.16E-05,1.356338728,4.91E-05,1.362821361,6.11E-05,1.353735452,4.58E-05,1.358411821,5.35E-05,,,,,
1.364545235,6.03E-05,1.368390391,6.95E-05,1.368397934,7.03E-05,1.365880638,6.52E-05,1.366477966,6.82E-05,1.358201147,5.10E-05,1.36155524,5.85E-05,1.368577317,7.44E-05,1.358957081,5.46E-05,1.364391101,6.58E-05,,,,,
1.370302737,7.34E-05,1.374279782,8.49E-05,1.374289937,8.58E-05,1.371639089,7.93E-05,1.371837688,8.14E-05,1.364010214,6.24E-05,1.36771854,7.18E-05,1.374333273,9.02E-05,1.365104866,6.70E-05,1.370370382,8.05E-05,,,,,
1.376060239,8.92E-05,1.380169174,1.03E-04,1.380181939,1.04E-04,1.377397541,9.61E-05,1.378146046,9.98E-05,1.369819281,7.61E-05,1.37388184,8.81E-05,1.380089228,1.09E-04,1.37125265,8.22E-05,1.376349662,9.82E-05,,,,,
1.381817741,1.08E-04,1.386058565,1.25E-04,1.386073942,1.26E-04,1.383155993,1.16E-04,1.384454405,1.22E-04,1.375628348,9.38E-05,1.38004514,1.08E-04,1.385845184,1.33E-04,1.377400435,1.01E-04,1.382328943,1.19E-04,,,,,
1.387575243,1.30E-04,1.391947957,1.53E-04,1.391965944,1.54E-04,1.388914444,1.40E-04,1.390762763,1.50E-04,1.381437415,1.13E-04,1.38620844,1.32E-04,1.39160114,1.59E-04,1.383548219,1.23E-04,1.388308223,1.45E-04,,,,,
1.393332745,1.58E-04,1.397837348,1.83E-04,1.397857947,1.85E-04,1.394672896,1.69E-04,1.397071121,1.82E-04,1.387246482,1.36E-04,1.39237174,1.60E-04,1.397357095,1.90E-04,1.389696004,1.50E-04,1.394287504,1.76E-04,,,,,
1.399090247,1.88E-04,1.403726739,2.20E-04,1.403749949,2.22E-04,1.400431348,2.02E-04,1.403379479,2.21E-04,1.393420305,1.65E-04,1.39853504,1.94E-04,1.403745627,2.30E-04,1.395843788,1.81E-04,1.400266784,2.11E-04,,,,,
1.404847749,2.25E-04,1.410185017,2.66E-04,1.410220745,2.68E-04,1.406189799,2.40E-04,1.409687838,2.67E-04,1.399594127,1.99E-04,1.40469834,2.34E-04,1.410134158,2.77E-04,1.401991573,2.19E-04,1.406246065,2.52E-04,,,,,
1.41132407,2.72E-04,1.416643295,3.20E-04,1.41669154,3.23E-04,1.412736477,2.91E-04,1.415996196,3.20E-04,1.40576795,2.40E-04,1.41086164,2.80E-04,1.416522689,3.33E-04,1.408139357,2.63E-04,1.412861439,3.05E-04,,,,,
1.417800391,3.28E-04,1.423101572,3.84E-04,1.423162336,3.87E-04,1.419283154,3.50E-04,1.422304554,3.83E-04,1.411941772,2.87E-04,1.41702494,3.36E-04,1.42291122,3.98E-04,1.414287141,3.14E-04,1.419476814,3.67E-04,,,,,
1.424276712,3.94E-04,1.42955985,4.58E-04,1.429633131,4.62E-04,1.425829832,4.20E-04,1.428612912,4.57E-04,1.418115594,3.43E-04,1.42318824,3.99E-04,1.429299752,4.73E-04,1.420434926,3.75E-04,1.426092189,4.40E-04,,,,,
1.430753033,4.70E-04,1.436018128,5.45E-04,1.436103927,5.49E-04,1.432376509,5.01E-04,1.434921271,5.40E-04,1.424289417,4.08E-04,1.42935154,4.73E-04,1.435688283,5.60E-04,1.42658271,4.44E-04,1.432707564,5.24E-04,,,,,
1.437229354,5.59E-04,1.442476405,6.44E-04,1.442574723,6.50E-04,1.438923186,5.95E-04,1.441229629,6.37E-04,1.430463239,4.82E-04,1.43661403,5.72E-04,1.442076814,6.61E-04,1.432730495,5.23E-04,1.439322938,6.22E-04,,,,,
1.443705675,6.61E-04,1.448934683,7.59E-04,1.449045518,7.66E-04,1.445469864,7.03E-04,1.448781388,7.69E-04,1.436637062,5.68E-04,1.44387652,6.88E-04,1.448465345,7.75E-04,1.440125112,6.33E-04,1.445938313,7.34E-04,,,,,
1.450181996,7.79E-04,1.455392961,8.89E-04,1.455516314,8.96E-04,1.452016541,8.28E-04,1.456333146,9.23E-04,1.442810884,6.66E-04,1.451139009,8.22E-04,1.454853877,9.04E-04,1.447519728,7.61E-04,1.452553688,8.64E-04,,,,,
1.456658317,9.12E-04,1.461851238,0.001036585,1.461987109,0.001044828,1.458563219,9.68E-04,1.463884905,0.001100538,1.448984706,7.77E-04,1.458401499,9.78E-04,1.462888972,0.001090422,1.454914345,9.09E-04,1.459169063,0.001009216,,,,,
1.463134638,0.001062868,1.469980612,0.001248026,1.470141751,0.001257951,1.465109896,0.001127922,1.471436664,0.001304568,1.456791614,9.38E-04,1.465663989,0.001155595,1.470924067,0.001305616,1.462308962,0.001079654,1.465784437,0.001174285,,,,,
1.471283952,0.001279392,1.478109987,0.001492227,1.478296393,0.001504085,1.473385573,0.001357372,1.478988422,0.001537472,1.464598521,0.001123823,1.472926478,0.001358464,1.478959163,0.001553243,1.469703579,0.001275146,1.474200791,0.001413179,,,,,
1.479433265,0.001529377,1.486239361,0.001772682,1.486451034,0.001786756,1.481661249,0.001622149,1.486540181,0.001801894,1.472405429,0.00133823,1.480188968,0.001588437,1.486994258,0.00183652,1.477098195,0.001497664,1.482617145,0.001688843,,,,,
1.487582579,0.001816374,1.494368735,0.002092909,1.494605676,0.00210952,1.489936926,0.00192601,1.49409194,0.002101393,1.480212336,0.001583851,1.487451458,0.00184863,1.495029353,0.002158846,1.484492812,0.001749658,1.491033498,0.00200524,,,,,
1.495731892,0.002143962,1.502498109,0.002456619,1.502760318,0.002476138,1.498212603,0.002272779,1.501643699,0.002437537,1.488019244,0.001863635,1.494713947,0.002140178,1.503064449,0.002523866,1.491887429,0.002033737,1.499449852,0.002366452,,,,,
1.503881206,0.002515911,1.510627483,0.002867773,1.510914959,0.00289063,1.506488279,0.002666511,1.509195457,0.002814609,1.495826151,0.002180722,1.501976437,0.002466836,1.511099544,0.002935504,1.499282046,0.002352686,1.507866205,0.002776856,,,,,
1.512030519,0.002936241,1.518756858,0.003330611,1.519069601,0.003357305,1.514763956,0.003111557,1.519042729,0.003371825,1.503633059,0.002538472,1.511576619,0.002955814,1.519134639,0.003397987,1.506676662,0.002709484,1.516282559,0.003241186,,,,,
1.520179833,0.003409253,1.526886232,0.00384966,1.527224243,0.00388077,1.523039633,0.003612586,1.52889,0.004011873,1.511439966,0.002940489,1.521176801,0.003517627,1.527169735,0.003915857,1.514071279,0.003107324,1.524698912,0.003764564,,,,,
1.528329146,0.003939526,1.535015606,0.004429731,1.535378885,0.004465929,1.531315309,0.004174597,1.538737271,0.004743734,1.519246874,0.003390633,1.530776983,0.004160233,1.53520483,0.004493974,1.521465896,0.003549621,1.533115266,0.004352515,,,,,
1.53647846,0.004531914,1.54314498,0.005075892,1.543533526,0.005117956,1.539590986,0.004802899,1.548584542,0.005576824,1.527053781,0.003893038,1.540377164,0.004892057,1.543239925,0.005137499,1.528860513,0.004040055,1.541531619,0.005010956,,,,,
1.544627773,0.005191515,1.551274355,0.005793415,1.551688168,0.005842241,1.547866663,0.005503078,1.558431813,0.00652097,1.534860689,0.004452104,1.549977346,0.005722047,1.55127502,0.005851855,1.536255129,0.004582482,1.549947973,0.005746156,,,,,
1.552777087,0.005923604,1.559403729,0.006587676,1.55984281,0.006644287,1.556142339,0.006280921,1.568279085,0.007586175,1.542667596,0.005072517,1.559577528,0.006659568,1.559310116,0.006642657,1.543649746,0.005180989,1.558364326,0.006564666,,,,,
1.5609264,0.006733523,1.567533103,0.00746407,1.567997452,0.007529629,1.564418016,0.007142277,1.578126356,0.008782208,1.550474504,0.005759121,1.56917771,0.00771417,1.567345211,0.007515605,1.551044363,0.005839864,1.56678068,0.007473197,,,,,
1.569075713,0.00762659,1.575662477,0.008427792,1.576152093,0.008503608,1.572693693,0.008092964,1.587973627,0.010118008,1.558281411,0.006516933,1.578777891,0.008895213,1.575380306,0.008476337,1.55843898,0.006563539,1.575197034,0.008478421,,,,,
1.577225027,0.008607856,1.583791851,0.009483603,1.584306735,0.009571135,1.58096937,0.009138478,1.597820898,0.011600853,1.566088319,0.007351038,1.588378073,0.010211344,1.583415402,0.00953022,1.573228213,0.00822148,1.583613387,0.009586801,,,,,
1.58537434,0.009681855,1.6000506,0.011883389,1.592461377,0.010736378,1.589245046,0.010283702,1.60766817,0.013235258,1.573895226,0.008266454,1.597978255,0.011669768,1.599485592,0.011932984,1.586538523,0.009979406,1.592029741,0.010804196,,,,,
1.601672967,0.01211838,1.614683473,0.01438333,1.60877066,0.013367073,1.6057964,0.012883981,1.617515441,0.015021308,1.589509041,0.010357357,1.607578437,0.013275163,1.613948764,0.014450294,1.599848834,0.012011885,1.600446094,0.012135454,,,,,
1.616341732,0.014648615,1.629316347,0.017192245,1.623449015,0.016077998,1.620692618,0.015584752,1.627362712,0.016953521,1.603561475,0.012558163,1.617178618,0.015028736,1.628411935,0.017302113,1.613159144,0.014332911,1.617278801,0.015146579,,,,,
1.631010496,0.017479628,1.643949221,0.02026724,1.63812737,0.019081555,1.635588836,0.018602829,1.647057255,0.021184669,1.617613908,0.015071495,1.6267788,0.016926461,1.642875107,0.020453739,1.626469454,0.016942424,1.632428238,0.018250694,,,,,
1.64567926,0.020560328,1.658582094,0.023490722,1.652805725,0.022305788,1.650485054,0.021876104,1.666751797,0.025694271,1.631666342,0.017885692,1.645979164,0.021094371,1.657338279,0.023830175,1.639779764,0.019824834,1.647577674,0.02168005,,,,,
1.660348024,0.023775708,1.673214968,0.026687025,1.682162436,0.028721444,1.665381272,0.025269129,1.692056979,0.031071745,1.645718775,0.020963963,1.665179527,0.0255827,1.686264622,0.030545714,1.653090074,0.022914811,1.66272711,0.025332741,,,,,
1.675016789,0.026926879,1.69303611,0.03050602,1.703098837,0.032283414,1.68027749,0.028550866,1.717362161,0.034415043,1.659771209,0.024202484,1.684379891,0.029966609,1.715190965,0.035357061,1.666400384,0.026117559,1.693025983,0.032392165,,,,,
1.694532877,0.030529871,1.712857251,0.032927161,1.724035238,0.033757191,1.699025322,0.03202612,1.739555861,0.033991637,1.673823642,0.027449146,1.703250476,0.03349509,1.738614532,0.035668552,1.693021005,0.032178626,1.713188852,0.035757609,,,,,
1.714048965,0.032673354,1.732678393,0.032960351,1.742878,0.032339986,1.717773155,0.034016149,1.749313237,0.032444184,1.701928509,0.033028535,1.722121062,0.035385167,1.759067569,0.032058311,1.719641625,0.036101356,1.733351721,0.03676936,,,,,
1.733565053,0.032427333,1.743515333,0.031643885,1.751378665,0.030709208,1.736520988,0.033663004,1.759070613,0.030138627,1.725316553,0.035137322,1.740991647,0.034738799,1.776300668,0.026144562,1.741968639,0.035844118,1.751498303,0.034771798,,,,,
1.743805851,0.031071035,1.754352273,0.029428257,1.759879329,0.028529302,1.746707106,0.032241333,1.767852251,0.027453344,1.746365792,0.033589492,1.750703884,0.033190644,1.791810457,0.019355801,1.752444792,0.034166217,1.767830227,0.030332277,,,,,
1.754046649,0.028919562,1.764054452,0.026715157,1.768379994,0.025872486,1.756893225,0.030002786,1.775755725,0.024624893,1.754825742,0.031836335,1.760416122,0.03087341,1.807320245,0.012425648,1.762920946,0.031576525,1.782528959,0.024514672,,,,,
1.763263367,0.026336852,1.772426666,0.023895192,1.776880659,0.022601265,1.766060732,0.027324578,1.782868852,0.021834094,1.763285692,0.029520855,1.769157135,0.028166321,1.822830034,0.006603261,1.772177395,0.028572264,1.79722769,0.017805608,,,,,
1.771539163,0.023578746,1.779832177,0.021129426,1.785381324,0.019002614,1.774311488,0.024463006,1.789270666,0.019203748,1.771745643,0.026721182,1.777024048,0.025308182,1.838339823,0.002702323,1.780295273,0.025478776,1.811926422,0.011289256,,,,,
1.77884958,0.020880798,1.786497136,0.018512174,1.793881989,0.015342368,1.781620841,0.021658364,1.795032299,0.01680601,1.780205593,0.023293523,1.784104269,0.022481676,1.851582079,0.001044765,1.787493406,0.022479846,1.826625153,0.005996393,,,,,
1.785428956,0.01832872,1.7924956,0.016123676,1.802382653,0.011826609,1.788199259,0.019006108,1.800793932,0.014467001,1.788665544,0.019540746,1.790476468,0.019811808,1.86350011,5.15E-04,1.793971725,0.019668518,1.841323885,0.002517437,,,,,
1.791350393,0.015998708,1.797894218,0.014001149,1.819383983,0.005864074,1.794119835,0.016585165,1.805979402,0.012433916,1.797125494,0.015739557,1.796211447,0.01737267,1.875418141,4.28E-04,1.799802212,0.017119898,1.854152041,0.00101075,,,,,
1.796679687,0.013926134,1.803292835,0.011974705,1.834339233,0.002468865,1.799448353,0.014432104,1.811164871,0.010531429,1.805585444,0.012102373,1.801946426,0.014987435,1.887336172,4.84E-04,1.805049651,0.014865655,1.865697382,5.28E-04,,,,,
1.802008981,0.01194411,1.808691452,0.010082577,1.84753655,9.81E-04,1.804776871,0.012373446,1.816350341,0.008788434,1.822505345,0.005961701,1.807107907,0.012909009,1.911172233,5.63E-04,1.810297089,0.012720263,1.877242723,4.45E-04,,,,,
1.807338275,0.010089365,1.819488687,0.006507807,1.859414135,5.13E-04,1.81010539,0.010447292,1.82672128,0.005567682,1.837259562,0.002514289,1.812269388,0.010958811,1.958844356,5.42E-04,1.815544528,0.010721261,1.888788064,4.92E-04,,,,,
1.817996863,0.006575426,1.829206199,0.003973606,1.87129172,4.41E-04,1.820762426,0.006798854,1.836055125,0.003360255,1.850411675,9.87E-04,1.817430869,0.009166783,1.999499,6.63E-04,1.826039405,0.006953176,1.900333405,5.47E-04,,,,,
1.827589592,0.004062869,1.840254691,0.002038659,1.883169305,4.95E-04,1.830353759,0.004191004,1.847067452,0.001673663,1.862248578,5.08E-04,1.827753832,0.005843774,1.999501,5.75E-04,1.835484794,0.004275783,1.923424087,5.85E-04,,,,,
1.838666294,0.002095617,1.851303183,9.96E-04,1.906924475,5.66E-04,1.841438741,0.002148267,1.85807978,8.25E-04,1.87408548,4.36E-04,1.837044498,0.003560789,1.998501,5.23E-04,1.846531314,0.002164218,1.969605451,5.01E-04,,,,,
1.849742996,0.001024429,1.862351675,5.74E-04,1.954434815,5.42E-04,1.852523723,0.001037402,1.869092107,5.22E-04,1.885922382,4.93E-04,1.847963802,0.001794325,1.996500999,5.15E-04,1.857577834,0.001028104,1.999499,5.67E-04,,,,,
1.860819697,5.84E-04,1.873400167,4.82E-04,1.999499,7.44E-04,1.863608705,5.82E-04,1.880104435,4.82E-04,1.909596187,5.68E-04,1.858883107,8.83E-04,1.992500999,5.99E-04,1.868624354,5.70E-04,1.999501,5.37E-04,,,,,
1.871896399,4.83E-04,1.884448659,5.07E-04,1.999501,6.00E-04,1.874693687,4.79E-04,1.891116762,5.27E-04,1.956943797,5.42E-04,1.869802412,5.40E-04,1.984500999,5.82E-04,1.879670874,4.73E-04,1.998501,5.16E-04,,,,,
1.8829731,5.06E-04,1.895497152,5.29E-04,1.998501,5.23E-04,1.885778669,5.03E-04,1.90212909,5.40E-04,1.999499,6.97E-04,1.880721716,4.82E-04,1.968500999,5.18E-04,1.890717394,5.01E-04,1.996500999,5.10E-04,,,,,
1.894049802,5.27E-04,1.917594136,5.45E-04,1.996500999,5.21E-04,1.896863651,5.26E-04,1.924153745,5.40E-04,1.999501,5.86E-04,1.891641021,5.14E-04,1.936501,4.67E-04,1.901763914,5.26E-04,1.992501,5.39E-04,,,,,
1.916203205,5.44E-04,1.961788104,5.37E-04,1.992501,6.65E-04,1.919033614,5.45E-04,1.968203055,4.40E-04,1.998501,5.24E-04,1.902560326,5.34E-04,1.872501,4.78E-04,1.923856954,5.47E-04,1.984500999,5.32E-04,,,,,
1.960510012,5.37E-04,1.999499,6.07E-04,1.984500999,6.37E-04,1.963373542,4.72E-04,1.999499,5.81E-04,1.996500999,5.17E-04,1.924398935,5.38E-04,1.808501,3.64E-04,1.968043034,4.76E-04,1.968500999,5.05E-04,,,,,
1.999499,6.20E-04,1.999501,5.49E-04,1.968500999,5.32E-04,1.999499,6.28E-04,1.999501,5.41E-04,1.992501,6.24E-04,1.968076154,4.35E-04,1.744500999,1.79E-04,1.999499,5.75E-04,1.936501,4.74E-04,,,,,
1.999501,5.53E-04,1.998501,5.15E-04,1.936501,4.60E-04,1.999501,5.58E-04,1.998501,5.15E-04,1.984500999,6.04E-04,1.999499,5.73E-04,1.704791121,5.17E-05,1.999501,5.40E-04,1.872501,4.78E-04,,,,,
1.998501,5.15E-04,1.996500999,5.13E-04,1.872501,4.79E-04,1.998501,5.18E-04,1.996500999,5.11E-04,1.968500999,5.23E-04,1.999501,5.38E-04,1.665081242,-3.21E-04,1.998501,5.17E-04,1.808501,3.63E-04,,,,,
1.996500999,5.14E-04,1.992501,5.73E-04,1.808501,3.68E-04,1.996500999,5.14E-04,1.992501,5.52E-04,1.936501,4.65E-04,1.998500999,5.15E-04,1.625371363,-0.001309242,1.996500999,5.10E-04,1.744500999,1.77E-04,,,,,
1.992501,5.84E-04,1.984500999,5.60E-04,1.744500999,1.83E-04,1.992501,5.84E-04,1.984500999,5.43E-04,1.872501,4.79E-04,1.996500999,5.10E-04,1.600805078,-0.002611711,1.992501,5.45E-04,1.704545678,4.65E-05,,,,,
1.984500999,5.69E-04,1.968500999,5.12E-04,1.705437299,6.52E-05,1.984500999,5.69E-04,1.968500999,5.08E-04,1.808501,3.66E-04,1.992501,5.47E-04,1.576238794,-0.004913104,1.984500999,5.37E-04,1.664590356,-3.34E-04,,,,,
1.968500999,5.14E-04,1.936501,4.71E-04,1.666373599,-2.85E-04,1.968500999,5.14E-04,1.936501,4.73E-04,1.744500999,1.80E-04,1.984500999,5.38E-04,1.554129138,-0.008385465,1.968500999,5.06E-04,1.624635035,-0.001349693,,,,,
1.936501,4.69E-04,1.872501,4.80E-04,1.627309898,-0.001205587,1.936501,4.69E-04,1.872501,4.79E-04,1.705043983,5.70E-05,1.968500999,5.06E-04,1.534665609,-0.013068099,1.936501,4.73E-04,1.600011166,-0.002686055,,,,,
1.872501,4.80E-04,1.814901,3.82E-04,1.602917381,-0.002420424,1.872501,4.79E-04,1.808501,3.66E-04,1.665586967,-3.07E-04,1.936500999,4.73E-04,1.51743289,-0.018843926,1.872501,4.78E-04,1.575387297,-0.005050585,,,,,
1.814901,3.82E-04,1.757301,2.32E-04,1.578524864,-0.004558364,1.808501,3.67E-04,1.744500999,1.81E-04,1.62612995,-0.001268033,1.872501,4.79E-04,1.502059401,-0.02536754,1.808501,3.63E-04,1.553225815,-0.008622717,,,,,
1.757301,2.33E-04,1.699701,-6.26E-05,1.556571599,-0.00777228,1.744500999,1.82E-04,1.705179554,5.96E-05,1.601628203,-0.002535751,1.808501,3.65E-04,1.488223262,-0.03208138,1.744500999,1.77E-04,1.533691773,-0.01345244,,,,,
1.699701,-6.12E-05,1.670901,-2.96E-04,1.537371832,-0.012059919,1.705309523,6.23E-05,1.665858108,-2.99E-04,1.577126455,-0.004772346,1.744500999,1.79E-04,1.474387122,-0.038867163,1.704667267,4.90E-05,1.516348173,-0.019435762,,,,,
