3.1v,3.1i,3.2v,3.2i,3.3v,3.3i,3.4v,3.4i,3.5v,3.5i,3.6v,3.6i,3.7v,3.7i,3.8v,3.8i,3.9v,3.9i,4.0v,4.0i,,,,,
1.00000477,5.19E-12,1.000004821,5.37E-12,1.000004227,5.20E-12,1.000004256,5.36E-12,1.00000428,5.52E-12,1.000004295,5.68E-12,1.000004335,5.85E-12,1.000004403,6.04E-12,1.000004367,6.16E-12,1.000004367,6.31E-12,,,,,
1.000006147,5.84E-12,1.000006214,6.05E-12,1.000005545,5.90E-12,1.000005585,6.09E-12,1.000005616,6.27E-12,1.000005637,6.45E-12,1.000005692,6.65E-12,1.000005783,6.87E-12,1.000005419,6.82E-12,1.000005419,6.99E-12,,,,,
1.000007695,6.49E-12,1.000007781,6.72E-12,1.00000704,6.60E-12,1.000007091,6.81E-12,1.000007132,7.02E-12,1.000007159,7.22E-12,1.00000723,7.44E-12,1.000007349,7.69E-12,1.000006582,7.48E-12,1.000006582,7.66E-12,,,,,
1.000009413,7.13E-12,1.00000952,7.38E-12,1.000008709,7.29E-12,1.000008774,7.53E-12,1.000008826,7.76E-12,1.000008859,7.98E-12,1.000008949,8.23E-12,1.000009099,8.51E-12,1.000007856,8.14E-12,1.000007856,8.33E-12,,,,,
1.000011301,7.77E-12,1.00001143,8.05E-12,1.000010553,7.98E-12,1.000010632,8.24E-12,1.000010696,8.49E-12,1.000010737,8.74E-12,1.000010847,9.02E-12,1.000011031,9.32E-12,1.000009241,8.79E-12,1.000009241,9.00E-12,,,,,
1.000013356,8.39E-12,1.000013511,8.70E-12,1.000012568,8.66E-12,1.000012664,8.95E-12,1.00001274,9.22E-12,1.00001279,9.49E-12,1.000012922,9.79E-12,1.000013144,1.01E-11,1.000012339,1.01E-11,1.000012339,1.03E-11,,,,,
1.000017964,9.65E-12,1.000018175,1.00E-11,1.000014755,9.34E-12,1.000014869,9.64E-12,1.000014959,9.94E-12,1.000015018,1.02E-11,1.000015174,1.06E-11,1.000015436,1.09E-11,1.000015872,1.14E-11,1.000015872,1.16E-11,,,,,
1.000023223,1.09E-11,1.000023497,1.13E-11,1.000019634,1.07E-11,1.000019787,1.10E-11,1.000019908,1.14E-11,1.000019988,1.17E-11,1.000020198,1.21E-11,1.000020552,1.25E-11,1.000019831,1.26E-11,1.000019831,1.29E-11,,,,,
1.000029117,1.21E-11,1.000029463,1.25E-11,1.000025174,1.20E-11,1.000025372,1.24E-11,1.000025529,1.28E-11,1.000025632,1.31E-11,1.000025903,1.36E-11,1.00002636,1.40E-11,1.000024209,1.38E-11,1.000024209,1.42E-11,,,,,
1.000035628,1.32E-11,1.000036053,1.37E-11,1.000031359,1.32E-11,1.000031607,1.37E-11,1.000031803,1.41E-11,1.000031932,1.45E-11,1.000032272,1.50E-11,1.000032843,1.55E-11,1.000028997,1.50E-11,1.000028997,1.54E-11,,,,,
1.000042738,1.43E-11,1.000043248,1.48E-11,1.00003817,1.44E-11,1.000038472,1.50E-11,1.000038711,1.54E-11,1.000038868,1.59E-11,1.000039282,1.64E-11,1.000039979,1.70E-11,1.000034187,1.62E-11,1.000034187,1.66E-11,,,,,
1.000058665,1.65E-11,1.000059363,1.71E-11,1.000045585,1.56E-11,1.000045946,1.61E-11,1.000046232,1.66E-11,1.00004642,1.71E-11,1.000046914,1.77E-11,1.000047746,1.83E-11,1.00004573,1.85E-11,1.00004573,1.89E-11,,,,,
1.000076709,1.80E-11,1.000077614,1.87E-11,1.000062138,1.79E-11,1.000062629,1.85E-11,1.000063016,1.91E-11,1.000063271,1.97E-11,1.000063942,2.03E-11,1.00006507,2.10E-11,1.000058747,2.06E-11,1.000058747,2.11E-11,,,,,
1.000096657,1.96E-11,1.000097784,2.03E-11,1.000080817,1.96E-11,1.000081449,2.02E-11,1.000081948,2.09E-11,1.000082277,2.15E-11,1.000083141,2.22E-11,1.000084594,2.29E-11,1.000073138,2.26E-11,1.000073138,2.31E-11,,,,,
1.000118276,2.10E-11,1.000119632,2.18E-11,1.000101397,2.12E-11,1.000102179,2.19E-11,1.000102797,2.26E-11,1.000103203,2.33E-11,1.000104273,2.40E-11,1.000106069,2.53E-11,1.000088793,2.41E-11,1.000088793,2.47E-11,,,,,
1.000141314,2.22E-11,1.000142904,2.30E-11,1.000123631,2.27E-11,1.000124569,2.34E-11,1.000125309,2.42E-11,1.000125796,2.49E-11,1.000127077,2.57E-11,1.000129227,2.66E-11,1.000105593,2.57E-11,1.000105593,2.63E-11,,,,,
1.00016551,2.32E-11,1.000167329,2.40E-11,1.000147255,2.39E-11,1.00014835,2.47E-11,1.000149213,2.55E-11,1.000149781,2.62E-11,1.000151275,2.70E-11,1.00015378,2.78E-11,1.00012341,2.71E-11,1.00012341,2.78E-11,,,,,
1.00019059,1.89E-11,1.00019263,1.96E-11,1.000171996,2.49E-11,1.000173244,2.57E-11,1.000174228,2.65E-11,1.000174876,2.73E-11,1.000176577,2.81E-11,1.000179427,2.89E-11,1.000161557,2.86E-11,1.000161557,2.93E-11,,,,,
1.000242313,2.16E-11,1.000244748,2.24E-11,1.000223694,2.42E-11,1.000225225,2.50E-11,1.00022643,2.58E-11,1.000227223,2.66E-11,1.000229304,2.74E-11,1.000232784,2.82E-11,1.000202116,2.89E-11,1.000202116,2.97E-11,,,,,
1.000294356,2.13E-11,1.000297094,2.20E-11,1.000276481,2.21E-11,1.000278239,2.28E-11,1.000279623,2.36E-11,1.000280532,2.44E-11,1.000282916,2.51E-11,1.000286893,2.57E-11,1.000243944,2.89E-11,1.000243944,2.97E-11,,,,,
1.000344837,1.90E-11,1.000347768,1.96E-11,1.000328291,2.05E-11,1.000330206,2.12E-11,1.000331711,2.19E-11,1.000332698,2.26E-11,1.000335285,2.32E-11,1.000339589,2.38E-11,1.000285935,2.87E-11,1.000285935,2.95E-11,,,,,
1.000392347,1.84E-11,1.000395368,1.90E-11,1.000377471,1.99E-11,1.000379468,2.05E-11,1.000381036,2.12E-11,1.000382064,2.19E-11,1.000384752,2.25E-11,1.000389218,2.30E-11,1.000327085,2.80E-11,1.000327085,2.88E-11,,,,,
1.00043621,1.86E-11,1.000439261,1.93E-11,1.000423041,1.97E-11,1.000425067,2.03E-11,1.000426656,2.10E-11,1.000427698,2.16E-11,1.000430422,2.22E-11,1.000434941,2.28E-11,1.000366575,1.17E-11,1.000366575,2.77E-11,,,,,
1.000476769,2.00E-11,1.000479884,2.07E-11,1.000464991,2.05E-11,1.000467044,2.12E-11,1.000468656,2.19E-11,1.000469713,2.25E-11,1.00047248,2.33E-11,1.000477083,2.41E-11,1.00043873,2.51E-11,1.000403854,1.61E-11,,,,,
1.000515665,5.33E-11,1.000518995,5.65E-11,1.000504607,4.67E-11,1.000506773,4.92E-11,1.000508478,5.13E-11,1.000509599,5.29E-11,1.000512539,5.61E-11,1.000517453,6.10E-11,1.000496679,2.77E-11,1.000471474,2.13E-11,,,,,
1.000593231,2.02E-11,1.000597069,2.09E-11,1.000583104,2.13E-11,1.000585611,2.20E-11,1.000587585,2.26E-11,1.000588883,2.32E-11,1.000592287,2.39E-11,1.000597975,2.46E-11,1.00055293,3.62E-11,1.00052793,3.39E-11,,,,,
1.000662031,1.45E-11,1.000666829,1.44E-11,1.000652096,1.83E-11,1.000655367,1.83E-11,1.000658038,1.84E-11,1.000659956,1.87E-11,1.00066406,1.85E-11,1.000670445,1.80E-11,1.00060918,2.96E-11,1.00058418,3.60E-11,,,,,
1.000730831,1.96E-11,1.00073659,2.02E-11,1.000721088,2.09E-11,1.000725123,2.15E-11,1.000728491,2.21E-11,1.000731029,2.27E-11,1.000735832,2.33E-11,1.000742915,2.39E-11,1.00066543,2.34E-11,1.00064043,2.53E-11,,,,,
1.000799632,1.99E-11,1.00080635,2.06E-11,1.000790079,2.08E-11,1.000794879,2.15E-11,1.000798944,2.22E-11,1.000802102,2.28E-11,1.000807605,2.35E-11,1.000815385,2.43E-11,1.00072168,2.38E-11,1.00069668,2.37E-11,,,,,
1.000868432,1.92E-11,1.000876111,1.98E-11,1.000859071,2.04E-11,1.000864635,2.10E-11,1.000869397,2.16E-11,1.000873175,2.22E-11,1.000879378,2.28E-11,1.000887855,2.34E-11,1.00077793,2.61E-11,1.00075293,2.66E-11,,,,,
1.000937232,1.93E-11,1.000945871,1.99E-11,1.000928063,2.05E-11,1.000934391,2.11E-11,1.00093985,2.18E-11,1.000944248,2.24E-11,1.000951151,2.30E-11,1.000960325,2.36E-11,1.00083418,2.44E-11,1.00080918,2.51E-11,,,,,
1.001006033,1.97E-11,1.001015632,2.03E-11,1.000997055,2.08E-11,1.001004147,2.14E-11,1.001010303,2.21E-11,1.001015322,2.25E-11,1.001022924,2.31E-11,1.001032795,2.38E-11,1.00089043,2.26E-11,1.00086543,2.31E-11,,,,,
1.001143633,1.96E-11,1.001085392,2.04E-11,1.001066047,2.07E-11,1.001073902,2.13E-11,1.001080757,2.20E-11,1.001086395,2.26E-11,1.001094696,2.32E-11,1.001105265,2.39E-11,1.00100293,2.41E-11,1.00097793,2.46E-11,,,,,
1.001267474,1.96E-11,1.001155153,2.01E-11,1.001135038,2.06E-11,1.001143658,2.12E-11,1.00115121,2.18E-11,1.001228541,2.27E-11,1.001238242,2.33E-11,1.001250205,2.39E-11,1.00110418,2.47E-11,1.00107918,2.53E-11,,,,,
1.001391314,1.97E-11,1.001294674,2.02E-11,1.001273022,2.08E-11,1.00128317,2.15E-11,1.001292116,2.21E-11,1.001356473,2.28E-11,1.001367433,2.34E-11,1.001380651,2.41E-11,1.00120543,2.45E-11,1.00118043,2.51E-11,,,,,
1.001515155,1.98E-11,1.001434195,2.06E-11,1.001411006,2.10E-11,1.001422682,2.16E-11,1.001433022,2.23E-11,1.001484404,2.29E-11,1.001496624,2.36E-11,1.001511097,2.42E-11,1.00130668,2.46E-11,1.00128168,2.52E-11,,,,,
1.001638995,2.00E-11,1.001573716,2.05E-11,1.001548989,2.11E-11,1.001562194,2.17E-11,1.001573928,2.24E-11,1.001612336,2.30E-11,1.001625815,2.37E-11,1.001641543,2.43E-11,1.00140793,2.48E-11,1.00138293,2.54E-11,,,,,
1.001886677,2.01E-11,1.001713237,2.05E-11,1.001686973,2.12E-11,1.001701705,2.19E-11,1.001714834,2.25E-11,1.001740268,2.32E-11,1.001755006,2.39E-11,1.001771989,2.45E-11,1.00150918,2.48E-11,1.00148418,2.54E-11,,,,,
1.00210959,2.06E-11,1.001992279,2.09E-11,1.001824957,2.14E-11,1.001841217,2.21E-11,1.00185574,2.27E-11,1.001996131,2.34E-11,1.002013388,2.41E-11,1.002032881,2.47E-11,1.00161043,2.49E-11,1.00158543,2.55E-11,,,,,
1.002555416,2.06E-11,1.002243417,2.17E-11,1.002100924,2.16E-11,1.002120241,2.23E-11,1.002137552,2.29E-11,1.002226408,2.39E-11,1.002245932,2.46E-11,1.002267684,2.53E-11,1.00181293,2.51E-11,1.00178793,2.57E-11,,,,,
1.002956659,4.01E-11,1.002494555,2.14E-11,1.002349294,2.22E-11,1.002371362,2.29E-11,1.002391183,2.35E-11,1.002581582,2.32E-11,1.002594878,2.38E-11,1.002502486,2.53E-11,1.00201543,2.56E-11,1.00199043,2.60E-11,,,,,
1.003357902,1.72E-10,1.002745693,2.15E-11,1.002846036,2.22E-11,1.002873604,2.28E-11,1.002898444,2.35E-11,1.002893133,1.10E-10,1.002899834,3.54E-11,1.002737289,2.56E-11,1.00221793,2.56E-11,1.00219293,2.62E-11,,,,,
1.004160389,5.42E-10,1.003247969,2.22E-11,1.003342777,5.10E-11,1.003375847,5.24E-11,1.00335498,4.91E-11,1.003516236,6.43E-11,1.003204791,1.11E-10,1.003206894,2.61E-11,1.00242043,2.58E-11,1.00239543,2.66E-11,,,,,
1.005765363,1.98E-09,1.003750245,2.37E-10,1.003839518,2.56E-10,1.003878089,2.63E-10,1.003811515,2.22E-10,1.004139338,3.56E-10,1.003814704,6.32E-11,1.0036765,5.16E-11,1.00282543,2.63E-11,1.00259793,2.66E-11,,,,,
1.00897531,7.72E-09,1.004754797,8.38E-10,1.004833,8.26E-10,1.004882574,8.45E-10,1.004724587,7.03E-10,1.005385544,1.79E-10,1.004424617,3.43E-10,1.004146105,2.36E-10,1.00318993,2.81E-11,1.00280043,2.69E-11,,,,,
1.015395204,3.64E-09,1.006763901,3.10E-09,1.006819964,3.03E-09,1.006891543,3.10E-09,1.006550729,2.57E-09,1.006631749,1.42E-09,1.005644443,1.21E-09,1.005085316,7.48E-10,1.00391893,2.72E-11,1.00320543,2.74E-11,,,,,
1.021173108,2.36E-09,1.010782108,1.50E-09,1.010793893,1.48E-09,1.010909482,1.51E-09,1.010203013,1.00E-08,1.009124159,5.04E-09,1.008084095,4.57E-09,1.006963738,2.73E-09,1.00464793,9.24E-11,1.00361043,2.96E-11,,,,,
1.026373222,4.68E-09,1.014800315,3.48E-09,1.014767822,3.38E-09,1.014927421,3.48E-09,1.013855298,3.89E-09,1.01410898,2.36E-09,1.010523748,8.32E-09,1.010720581,1.34E-09,1.00537693,5.52E-10,1.00442043,3.00E-11,,,,,
1.031053325,5.17E-11,1.018818522,6.42E-09,1.01874175,6.23E-09,1.01894536,6.43E-09,1.017507582,4.32E-09,1.019093801,1.44E-09,1.015403052,2.45E-09,1.014477424,2.96E-09,1.00683493,1.79E-09,1.00523043,1.10E-10,,,,,
1.035170185,5.97E-11,1.026854937,9.26E-09,1.026689608,8.88E-09,1.026981238,9.28E-09,1.024812151,8.04E-09,1.024078621,3.53E-09,1.019794426,1.05E-09,1.018234268,5.33E-09,1.00975093,6.57E-09,1.00604043,6.87E-10,,,,,
1.038875358,8.10E-11,1.034891351,9.26E-09,1.034637465,8.55E-09,1.035017115,9.29E-09,1.03211672,7.30E-09,1.029063442,1.17E-08,1.0241858,2.38E-09,1.025747954,7.16E-09,1.01266693,2.27E-09,1.00766043,2.22E-09,,,,,
1.042210014,9.28E-11,1.042927766,1.00E-10,1.042585323,1.02E-10,1.043052993,1.07E-10,1.039421288,1.14E-08,1.034048263,4.94E-09,1.028138037,3.35E-09,1.033261641,6.99E-09,1.01558293,2.30E-09,1.01090043,1.03E-09,,,,,
1.045544671,1.06E-10,1.050160539,1.23E-10,1.049738394,1.26E-10,1.050285283,1.33E-10,1.046725857,1.29E-10,1.039033083,3.47E-09,1.03169505,6.93E-11,1.040775328,1.30E-08,1.02141493,3.80E-09,1.01414043,2.08E-09,,,,,
1.048545861,1.20E-10,1.057393312,1.57E-10,1.056891466,1.61E-10,1.057517573,1.70E-10,1.053299969,2.53E-08,1.045303802,1.42E-08,1.034896362,1.50E-10,1.048289014,1.50E-10,1.02724693,6.06E-09,1.01738043,3.58E-09,,,,,
1.051547052,1.35E-10,1.063902808,4.69E-08,1.063329231,4.51E-08,1.064026634,4.70E-08,1.058559902,2.37E-10,1.051574522,1.68E-10,1.038097674,9.41E-11,1.055023271,2.72E-08,1.03307893,5.19E-09,1.02386043,4.11E-09,,,,,
1.054248123,1.52E-10,1.068162193,3.12E-10,1.067591757,3.13E-10,1.068285113,3.32E-10,1.063293841,-1.26E-09,1.057218169,7.98E-09,1.040978854,1.06E-10,1.06021952,2.59E-10,1.03891093,1.09E-08,1.03034043,3.33E-09,,,,,
1.056949195,1.69E-10,1.072421578,-5.53E-08,1.071854284,-5.28E-08,1.072543592,-5.53E-08,1.06802778,5.03E-09,1.062589718,2.22E-10,1.043860035,1.19E-10,1.064896145,-1.40E-09,1.04474293,1.33E-10,1.03682043,5.55E-09,,,,,
1.059650266,1.88E-10,1.076680963,6.27E-10,1.076116811,5.24E-10,1.076802071,5.75E-10,1.072761719,3.74E-10,1.067961267,1.34E-08,1.046741215,1.33E-10,1.069572769,3.53E-10,1.05057493,8.08E-09,1.04330043,1.27E-10,,,,,
1.065052409,1.12E-08,1.07871646,4.17E-10,1.078164044,4.21E-10,1.078837426,4.45E-10,1.077495659,8.75E-09,1.073003706,5.89E-08,1.052503576,1.76E-10,1.074249393,4.85E-09,1.055901289,2.15E-10,1.04978043,1.55E-08,,,,,
1.070454553,3.05E-10,1.080751957,4.51E-10,1.080211277,4.55E-10,1.080872782,4.81E-10,1.082610893,5.53E-10,1.076491851,5.02E-10,1.058265937,2.18E-10,1.078926017,5.16E-10,1.061227649,5.20E-09,1.05626043,2.16E-10,,,,,
1.075316481,6.98E-09,1.082787453,4.87E-10,1.082258509,4.92E-10,1.082908137,5.20E-10,1.087726127,7.48E-09,1.079631182,4.86E-10,1.064028298,2.74E-10,1.083602641,1.16E-08,1.066554009,3.23E-10,1.061686927,8.34E-09,,,,,
1.080465091,4.50E-10,1.086858446,5.25E-09,1.086352975,5.30E-09,1.086978847,5.30E-09,1.092841361,8.24E-10,1.082770513,5.43E-10,1.069790659,3.46E-10,1.088581715,7.62E-10,1.071880369,1.25E-08,1.066863897,3.39E-10,,,,,
1.085613701,5.41E-10,1.090929439,7.04E-10,1.090447441,7.12E-10,1.091049558,7.51E-10,1.097956596,1.64E-08,1.085350734,6.02E-10,1.07555302,4.35E-10,1.093560789,5.46E-09,1.077206728,4.93E-10,1.072040867,5.82E-09,,,,,
1.090762311,6.70E-10,1.095000432,7.12E-09,1.094541906,7.20E-09,1.095120268,7.18E-09,1.10307183,1.24E-09,1.087672932,6.63E-10,1.081315382,5.47E-10,1.098855789,1.13E-09,1.082000452,6.25E-09,1.077217838,5.06E-10,,,,,
1.095910921,8.21E-10,1.100070659,1.01E-09,1.099611555,1.02E-09,1.100188727,1.07E-09,1.108187064,1.23E-08,1.08999513,7.28E-10,1.087077743,4.19E-08,1.10415079,1.38E-09,1.08716407,7.33E-10,1.082394808,1.35E-08,,,,,
1.101059531,1.01E-09,1.105140886,1.19E-09,1.104681203,1.21E-09,1.105257187,1.27E-09,1.113328788,1.86E-09,1.092317328,7.98E-10,1.091176145,8.67E-10,1.10944579,1.71E-09,1.092327687,1.52E-09,1.087571778,7.66E-10,,,,,
1.106208141,1.23E-09,1.110211113,1.49E-09,1.109750851,1.51E-09,1.110325646,1.59E-09,1.118470512,2.25E-09,1.096961725,1.16E-08,1.095274548,-4.38E-08,1.114740791,2.11E-09,1.097491305,1.09E-09,1.092231052,7.07E-09,,,,,
1.111356751,3.96E-08,1.115281339,1.82E-09,1.114820499,1.85E-09,1.115394105,1.94E-09,1.123612235,2.77E-09,1.101606122,1.21E-09,1.103471354,1.25E-09,1.120035791,2.60E-09,1.102654922,1.34E-09,1.097371199,1.13E-09,,,,,
1.116505361,1.92E-09,1.120351566,2.23E-09,1.119890147,2.26E-09,1.120462565,2.38E-09,1.128753959,3.39E-09,1.106250518,1.09E-08,1.108134294,1.61E-09,1.125330791,3.21E-09,1.10781854,1.65E-09,1.102511346,1.36E-09,,,,,
1.12113911,-1.48E-08,1.125421793,2.72E-09,1.124959796,2.76E-09,1.125531024,2.90E-09,1.133895683,4.16E-09,1.111333531,1.77E-09,1.112797235,1.90E-09,1.130625792,3.96E-09,1.112982157,2.02E-09,1.107651493,1.68E-09,,,,,
1.127055267,2.74E-09,1.13049202,3.33E-09,1.130029444,3.37E-09,1.130599483,3.55E-09,1.139037407,5.10E-09,1.116416544,2.13E-09,1.117460175,2.30E-09,1.135920792,6.83E-08,1.118145775,4.50E-08,1.11279164,2.06E-09,,,,,
1.132971424,3.55E-09,1.135562247,5.75E-08,1.135099092,5.72E-08,1.135667943,5.78E-08,1.14417913,6.83E-08,1.121499557,2.62E-09,1.122123116,2.76E-09,1.141215793,6.25E-09,1.123309392,3.15E-09,1.117931788,2.52E-09,,,,,
1.138295966,4.39E-09,1.140632473,5.14E-09,1.14016874,5.20E-09,1.140736402,5.48E-09,1.149320854,7.91E-09,1.126582569,3.20E-09,1.126786056,3.32E-09,1.145799501,-2.56E-08,1.127948876,-1.53E-08,1.123071935,3.09E-09,,,,,
1.143620507,5.42E-09,1.145195677,-4.24E-09,1.144731424,-4.08E-09,1.145298015,-3.85E-09,1.153948405,-1.82E-08,1.131665582,3.92E-09,1.131448996,3.94E-08,1.151970423,8.99E-09,1.133856066,4.51E-09,1.128212082,5.26E-08,,,,,
1.148945049,6.69E-09,1.150675512,7.28E-09,1.150210082,7.37E-09,1.150775969,7.77E-09,1.159853226,1.14E-08,1.136748595,4.79E-09,1.136111937,4.93E-09,1.158141345,1.17E-08,1.139763256,5.83E-09,1.133352229,4.80E-09,,,,,
1.15426959,8.26E-09,1.156155347,9.19E-09,1.15568874,9.29E-09,1.156253922,9.79E-09,1.165758047,1.47E-08,1.141831608,6.37E-08,1.140774877,-5.73E-09,1.163695175,1.46E-08,1.145079727,7.20E-09,1.137978362,-1.61E-08,,,,,
1.159594132,1.02E-08,1.161635182,1.14E-08,1.161167399,1.15E-08,1.161731876,1.21E-08,1.171072386,1.81E-08,1.146914621,7.39E-09,1.146401905,7.10E-09,1.169249005,1.82E-08,1.150396198,8.88E-09,1.143879353,6.89E-09,,,,,
1.164918673,1.26E-08,1.167115017,1.42E-08,1.166646057,1.43E-08,1.167209829,1.51E-08,1.176386724,2.23E-08,1.151489332,-1.70E-08,1.152028934,8.99E-09,1.174802835,2.27E-08,1.155712669,1.10E-08,1.149780345,8.88E-09,,,,,
1.170243215,1.55E-08,1.172594851,1.76E-08,1.172124716,1.78E-08,1.172687783,1.87E-08,1.181701063,2.75E-08,1.157389837,1.06E-08,1.157655962,1.12E-08,1.180356665,2.83E-08,1.16102914,1.35E-08,1.155091237,1.10E-08,,,,,
1.175567756,1.36E-07,1.178074686,2.18E-08,1.177603374,2.21E-08,1.178165736,2.33E-08,1.187015402,3.40E-08,1.163290343,1.37E-08,1.16328299,1.40E-08,1.185910495,3.52E-08,1.166345611,1.67E-08,1.160402129,1.35E-08,,,,,
1.180892297,2.46E-08,1.183554521,2.71E-08,1.183082032,2.74E-08,1.183643689,2.89E-08,1.192329741,4.19E-08,1.168600798,1.69E-08,1.168910018,1.75E-08,1.191464324,4.39E-08,1.171662082,2.06E-08,1.165713022,1.67E-08,,,,,
1.185478264,-3.11E-08,1.189034356,3.37E-08,1.188560691,3.41E-08,1.189121643,3.59E-08,1.197644079,5.17E-08,1.173911252,2.08E-08,1.174537046,2.19E-08,1.197018154,2.42E-07,1.176978553,2.54E-08,1.171023914,2.06E-08,,,,,
1.191661346,3.55E-08,1.194514191,2.14E-07,1.194039349,2.13E-07,1.194599596,2.16E-07,1.202958418,6.38E-08,1.179221707,2.57E-08,1.180164074,2.73E-08,1.202571984,7.09E-08,1.182295024,1.60E-07,1.176334807,2.54E-08,,,,,
1.197844429,4.62E-08,1.199994025,5.40E-08,1.199518007,5.47E-08,1.20007755,5.75E-08,1.208272757,2.68E-07,1.184532162,3.17E-08,1.185791102,3.42E-08,1.207132973,8.11E-08,1.187611495,4.01E-08,1.181645699,3.13E-08,,,,,
1.203409204,5.76E-08,1.204560878,6.19E-08,1.204085472,6.26E-08,1.204645914,6.60E-08,1.213587096,1.01E-07,1.189842617,3.91E-08,1.19141813,2.21E-07,1.211693962,9.80E-08,1.192202046,-1.81E-08,1.186956591,3.87E-08,,,,,
1.208973978,7.18E-08,1.209127731,7.48E-08,1.208652936,7.57E-08,1.209214279,7.97E-08,1.218184994,2.45E-08,1.195153072,4.82E-08,1.197045159,5.55E-08,1.21625495,1.17E-07,1.198359024,5.80E-08,1.192267484,1.96E-07,,,,,
1.214538753,8.95E-08,1.213694584,8.96E-08,1.2132204,9.06E-08,1.213782643,9.54E-08,1.224325342,1.46E-07,1.200463526,5.95E-08,1.201613945,6.35E-08,1.220815939,1.41E-07,1.204516002,7.54E-08,1.197578376,6.10E-08,,,,,
